createdAt,followers,likeCount,quoteCount,replyCount,retweetCount,searchTerm,url,viewCount
Wed Apr 17 12:43:40 +0000 2024,168241,327,8,35,114,Vaccine Mandates,https://x.com/DocAhmadMalik/status/1780577869418140090,15301
Wed Apr 17 20:38:49 +0000 2024,15529,153,2,9,32,Vaccine Mandates,https://x.com/adem_5361/status/1780697447628673197,4707
Tue Apr 16 16:33:04 +0000 2024,11308072,873,6,27,267,Vaccine Mandates,https://x.com/rustyrockets/status/1780273210950304046,69614
Thu Apr 11 05:26:56 +0000 2024,2979,122,1,0,24,Vaccine Mandates,https://x.com/EUNAVFORASPIDES/status/1778293637698265568,6593
Thu Apr 11 13:54:33 +0000 2024,154937,70,10,0,32,Vaccine Mandates,https://x.com/NursingTimes/status/1778421383061459414,14598
Wed Apr 17 01:46:03 +0000 2024,11343,246,2,4,57,Vaccine Mandates,https://x.com/broadwaybabyto/status/1780412376585531497,6911
Wed Apr 17 22:05:28 +0000 2024,24830,25,0,3,15,Vaccine Mandates,https://x.com/jamie_blom/status/1780719251004789130,405
Wed Apr 10 09:14:08 +0000 2024,1857,89,0,13,20,Vaccine Mandates,https://x.com/germ_nations/status/1777988424521470218,1254
Mon Apr 15 11:43:43 +0000 2024,201665,258,2,23,51,Vaccine Mandates,https://x.com/AllBiteNoBark88/status/1779838006129750157,14446
Tue Apr 16 16:21:50 +0000 2024,516894,779,3,43,118,Vaccine Mandates,https://x.com/AlexBerenson/status/1780270384526381411,42657
Mon Apr 15 14:06:39 +0000 2024,134696,580,14,44,225,Vaccine Mandates,https://x.com/JunkScience/status/1779873978280014222,18010
Thu Apr 11 00:04:05 +0000 2024,2505,36,0,3,25,Vaccine Mandates,https://x.com/EpochTimesPrint/status/1778212386723311774,6798
Mon Apr 15 18:30:01 +0000 2024,427853,480,15,17,332,Vaccine Mandates,https://x.com/thehealthb0t/status/1779940257837809986,21806
Sat Apr 13 15:20:59 +0000 2024,3510,1182,39,270,568,Vaccine Mandates,https://x.com/RealMattA_/status/1779167908880408859,17423
Tue Apr 16 01:23:04 +0000 2024,16472,260,4,23,82,Vaccine Mandates,https://x.com/GodsRiddles/status/1780044202966970503,4037
Wed Apr 10 20:04:00 +0000 2024,13046,76,3,31,20,Vaccine Mandates,https://x.com/WokeVirtueSignl/status/1778151967891587135,1538
Fri Apr 12 20:03:34 +0000 2024,338218,124,0,14,37,Vaccine Mandates,https://x.com/chiproytx/status/1778876636244369660,9673
Thu Apr 11 21:42:05 +0000 2024,80,41,1,11,30,Vaccine Mandates,https://x.com/RegulatingAI/status/1778539040175952076,253
Wed Apr 17 15:30:58 +0000 2024,121353,72,4,20,25,Vaccine Mandates,https://x.com/AtlRey/status/1780619972923761015,1728
Sun Jan 21 11:13:57 +0000 2024,34658,3920,48,155,1987,Term Limits,https://x.com/CRIXUSwasHERE/status/1749027546283278354,31862
Sun Mar 10 13:02:56 +0000 2024,137870,1519,18,75,556,Term Limits,https://x.com/TheGeneral_0/status/1766811979597959482,14770
Fri Mar 08 02:10:30 +0000 2024,411824,3473,11,62,438,Term Limits,https://x.com/GrahamAllen_1/status/1765923012979671464,33002
Mon Jan 08 18:52:08 +0000 2024,461977,4111,38,94,718,Term Limits,https://x.com/TheChiefNerd/status/1744431812175094261,213436
Tue Feb 20 02:21:57 +0000 2024,45508,642,8,66,309,Term Limits,https://x.com/KathleenWinche3/status/1759765302110277927,11686
Thu Feb 08 16:41:51 +0000 2024,11497,1024,30,589,641,Term Limits,https://x.com/magajoe2/status/1755633046953263225,14373
Thu Feb 01 12:44:00 +0000 2024,654861,35051,272,2141,3590,Term Limits,https://x.com/TaraBull808/status/1753036475426353261,438556
Tue Mar 05 17:33:17 +0000 2024,41932,1571,58,117,1200,Term Limits,https://x.com/PecanC8/status/1765068076951953786,17149
Fri Apr 12 02:57:40 +0000 2024,388872,33271,336,492,5126,Term Limits,https://x.com/LeadingReport/status/1778618460597096571,729973
Thu Apr 11 22:24:47 +0000 2024,7969,332,10,44,112,Term Limits,https://x.com/devery_mccain/status/1778549784124739771,8235
Sat Jan 20 14:58:33 +0000 2024,33391,8385,230,2467,1169,Term Limits,https://x.com/CHRISsW0RLD/status/1748721683962220802,117055
Tue Feb 20 23:10:49 +0000 2024,4790449,23478,540,1676,3618,Term Limits,https://x.com/GovRonDeSantis/status/1760079590649721307,1704111
Mon Jan 29 15:49:27 +0000 2024,4790449,19978,610,1583,2986,Term Limits,https://x.com/GovRonDeSantis/status/1751995981963375095,1367299
Sat Mar 09 20:47:34 +0000 2024,149548,12436,136,992,1661,Term Limits,https://x.com/IanJaeger29/status/1766566522179190843,184328
Fri Mar 29 22:47:34 +0000 2024,69834,2746,21,119,422,Term Limits,https://x.com/ryangerritsen/status/1773844477523656892,25585
Wed Apr 17 00:06:42 +0000 2024,1289609,3275,47,116,837,Term Limits,https://x.com/WallStreetSilv/status/1780387374662668561,62160
Wed Mar 13 19:22:46 +0000 2024,81677,1008,23,45,772,Term Limits,https://x.com/FreyjaTarte/status/1767994730749530326,16151
Tue Mar 05 04:24:04 +0000 2024,52964,996,13,82,408,Term Limits,https://x.com/Ames2420/status/1764869464649044446,20074
Mon Jan 29 16:54:03 +0000 2024,700674,688,12,41,199,Term Limits,https://x.com/ChuckCallesto/status/1752012239966499216,35838
Sun Apr 14 14:57:16 +0000 2024,25586,518,6,60,225,Term Limits,https://x.com/keepitwilder/status/1779524327022485579,12537
Fri Mar 22 19:44:54 +0000 2024,81677,920,14,36,442,Term Limits,https://x.com/FreyjaTarte/status/1771261794612347241,15331
Thu Apr 11 18:23:11 +0000 2024,41932,595,19,30,337,Term Limits,https://x.com/PecanC8/status/1778488985293070387,7453
Tue Feb 13 15:26:28 +0000 2024,2484505,30235,89,442,5216,Term Limits,https://x.com/catturd2/status/1757426016115409134,687607
Tue Mar 26 16:36:53 +0000 2024,2140269,13843,98,504,2414,Term Limits,https://x.com/VivekGRamaswamy/status/1772664026222235666,325743
Sat Mar 02 20:12:31 +0000 2024,149548,6107,80,950,993,Term Limits,https://x.com/IanJaeger29/status/1764020985374646572,49179
Sun Mar 03 22:40:18 +0000 2024,295774,664,14,46,403,Term Limits,https://x.com/CRRJA5/status/1764420564251189618,12991
Fri Mar 08 11:25:58 +0000 2024,5652,978,10,52,553,Term Limits,https://x.com/LegendaryXrs/status/1766062800978448580,15447
Sat Mar 02 21:28:00 +0000 2024,70203,4986,63,478,741,Term Limits,https://x.com/MaryyFrost/status/1764039980257530339,42866
Sun Feb 18 11:28:52 +0000 2024,84722,5655,95,1422,1119,Term Limits,https://x.com/TRUMP_ARMY_/status/1759178161277796513,49898
Wed Jan 03 01:38:20 +0000 2024,2336846,1979,40,267,339,Term Limits,https://x.com/RonDeSantis/status/1742359706721554510,112903
Wed Apr 03 10:13:07 +0000 2024,104026,1906,47,155,1653,Term Limits,https://x.com/TheEXECUTlONER_/status/1775466554966032694,26943
Sat Mar 16 15:25:22 +0000 2024,144862,8915,107,249,3472,Term Limits,https://x.com/SteveLovesAmmo/status/1769022150063632721,65913
Mon Jan 22 15:56:49 +0000 2024,36594,1194,38,416,193,Term Limits,https://x.com/DougWahl1/status/1749461120832729236,15800
Tue Feb 20 23:24:07 +0000 2024,43001,603,24,69,118,Term Limits,https://x.com/BryanDGriffin/status/1760082934931783889,43463
Sat Mar 16 18:27:35 +0000 2024,173475,2257,19,129,531,Term Limits,https://x.com/TiffMoodNukes/status/1769068006716449202,21437
Mon Mar 18 14:27:06 +0000 2024,32389,1202,17,258,353,Term Limits,https://x.com/berniemoreno/status/1769732264097616183,96677
Sat Mar 23 12:28:19 +0000 2024,84722,10425,213,3213,1853,Term Limits,https://x.com/TRUMP_ARMY_/status/1771514309203431433,125142
Wed Jan 24 16:45:31 +0000 2024,122609,1015,16,58,283,Term Limits,https://x.com/SocialistMMA/status/1750198153939202361,31950
Thu Apr 11 16:35:20 +0000 2024,77431,1952,90,1044,617,Term Limits,https://x.com/Texas_jeep__guy/status/1778461844732002569,41746
Tue Feb 13 18:26:19 +0000 2024,3200,4032,142,2591,1512,Term Limits,https://x.com/LizL26/status/1757471277357441518,149519
Tue Feb 13 16:37:27 +0000 2024,2484506,112802,1405,5602,24443,Term Limits,https://x.com/catturd2/status/1757443878532034939,2047627
Tue Feb 13 12:58:02 +0000 2024,2324364,4035,15,97,563,Term Limits,https://x.com/bennyjohnson/status/1757388660784161230,146521
Tue Apr 16 11:00:14 +0000 2024,15578,54,2,1,28,Term Limits,https://x.com/USTermLimits/status/1780189453069217844,686
Mon Jan 29 15:27:40 +0000 2024,43001,1737,119,224,432,Term Limits,https://x.com/BryanDGriffin/status/1751990503036330219,156574
Wed Jan 10 01:13:27 +0000 2024,874,645,6,6,208,Term Limits,https://x.com/malebag1999/status/1744890161752879170,19464
Thu Feb 01 03:07:28 +0000 2024,388872,15602,46,245,1802,Term Limits,https://x.com/LeadingReport/status/1752891388830654792,359171
Wed Apr 17 18:32:10 +0000 2024,39255,167,6,21,143,Term Limits,https://x.com/Gapeach_3102/status/1780665571639546056,4085
Fri Apr 12 16:01:49 +0000 2024,138961,686,7,18,237,Term Limits,https://x.com/SantaSurfing/status/1778815798770876908,8224
Sun Feb 18 16:00:46 +0000 2024,9253233,2091,28,87,351,Term Limits,https://x.com/TheDailyShow/status/1759246586616463566,232222
Fri Apr 12 03:03:46 +0000 2024,49402,790,26,33,273,Term Limits,https://x.com/GeneralMCNews/status/1778619995431346268,21713
Wed Jan 03 08:45:15 +0000 2024,6082,717,3,15,314,Term Limits,https://x.com/akams_/status/1742467145491943707,31183
Sun Jan 28 19:54:33 +0000 2024,63566,1289,14,103,312,Term Limits,https://x.com/SabbySabs2/status/1751695275322716460,21169
Fri Apr 12 23:51:48 +0000 2024,166771,1554,14,51,495,Term Limits,https://x.com/DefiyantlyFree/status/1778934070866743639,10469
Sat Apr 13 12:00:14 +0000 2024,1069916,1673,13,157,418,Term Limits,https://x.com/ACTBrigitte/status/1779117389562429818,23052
Wed Apr 10 13:22:01 +0000 2024,76236,247,3,16,256,Term Limits,https://x.com/CreasonJana/status/1778050806358429898,6740
Mon Apr 15 03:11:32 +0000 2024,3808451,109,30,27,21,Term Limits,https://x.com/NationAfrica/status/1779709114676899894,45018
Fri Apr 12 19:35:57 +0000 2024,154154,349,4,74,298,Term Limits,https://x.com/Ilegvm/status/1778869687087927315,7618
Fri Apr 12 17:10:04 +0000 2024,71517,354,3,19,247,Term Limits,https://x.com/TerrenceBeBack/status/1778832970763100458,7949
Thu Feb 29 04:14:25 +0000 2024,22116,7647,90,1066,1617,Term Limits,https://x.com/Gram_Kat/status/1763055094109819255,112983
Thu Feb 01 00:37:58 +0000 2024,2140269,18664,81,569,2327,Term Limits,https://x.com/VivekGRamaswamy/status/1752853765252599821,623274
Thu Mar 07 03:01:16 +0000 2024,196466,7547,38,248,2195,Term Limits,https://x.com/BasedMikeLee/status/1765573401563779431,281798
Tue Apr 09 10:32:15 +0000 2024,144862,955,19,37,409,Term Limits,https://x.com/SteveLovesAmmo/status/1777645695391907875,20212
Thu Mar 07 02:22:52 +0000 2024,196466,1604,25,178,367,Term Limits,https://x.com/BasedMikeLee/status/1765563738436854155,298872
Mon Jan 29 18:50:40 +0000 2024,63566,1261,21,78,367,Term Limits,https://x.com/SabbySabs2/status/1752041586588787118,20902
Mon Feb 26 16:07:29 +0000 2024,65977,625,11,15,262,Term Limits,https://x.com/thejamesonellis/status/1762147382286790994,12744
Tue Feb 20 23:53:19 +0000 2024,606819,14571,196,571,2716,Term Limits,https://x.com/tracybeanz/status/1760090284975690220,961886
Fri Feb 23 03:10:33 +0000 2024,2103,683,57,1350,687,Term Limits,https://x.com/VoxPollster/status/1760864694552731801,46440
Sun Mar 24 20:20:41 +0000 2024,154154,503,10,70,448,Term Limits,https://x.com/Ilegvm/status/1771995572880199779,10057
Wed Feb 28 18:05:36 +0000 2024,68306,696,11,50,189,Term Limits,https://x.com/KEriksenV2/status/1762901883558264975,8840
Sun Jan 14 18:07:50 +0000 2024,2140269,7616,80,500,991,Term Limits,https://x.com/VivekGRamaswamy/status/1746594990812230064,261022
Mon Apr 15 00:54:45 +0000 2024,77431,567,14,47,462,Term Limits,https://x.com/Texas_jeep__guy/status/1779674689201176780,12889
Thu Feb 29 02:31:00 +0000 2024,2597013,2475,15,101,234,Term Limits,https://x.com/TomFitton/status/1763029070118289675,60190
Mon Mar 04 16:10:54 +0000 2024,360967,17423,350,7859,2418,Term Limits,https://x.com/MayoIsSpicyy/status/1764684954875949383,431312
Thu Mar 21 01:12:46 +0000 2024,205757,6908,121,2158,1116,Term Limits,https://x.com/MTGrepp/status/1770619526960615680,84862
Tue Apr 09 05:55:49 +0000 2024,45930,491,3,14,265,Term Limits,https://x.com/Onorpik/status/1777576127495618901,19720
Sat Apr 13 04:30:06 +0000 2024,13481,15829,37,101,384,Term Limits,https://x.com/_Reaganite_/status/1779004110387208634,690093
Tue Mar 19 01:18:59 +0000 2024,40466,898,45,493,414,Term Limits,https://x.com/Damaan4u33/status/1769896317503819783,12858
Thu Feb 15 03:27:34 +0000 2024,3951,1837,45,160,853,Term Limits,https://x.com/CNeffect/status/1757969876914745675,21492
Mon Jan 29 16:40:10 +0000 2024,4790449,8278,96,542,1070,Term Limits,https://x.com/GovRonDeSantis/status/1752008745461137843,251793
Thu Apr 11 11:29:35 +0000 2024,783940,1400,14,104,325,Term Limits,https://x.com/gabrieloguda/status/1778384899424104671,63679
Tue Apr 16 17:24:07 +0000 2024,77431,446,8,25,357,Term Limits,https://x.com/Texas_jeep__guy/status/1780286059353424173,10561
Wed Mar 27 20:37:23 +0000 2024,2140269,16120,74,375,2694,Term Limits,https://x.com/VivekGRamaswamy/status/1773086940352434602,442482
Thu Feb 22 16:01:51 +0000 2024,599225,2418,3,109,103,Term Limits,https://x.com/GuntherEagleman/status/1760696410444324865,171086
Mon Jan 29 16:29:27 +0000 2024,700674,1078,13,90,176,Term Limits,https://x.com/ChuckCallesto/status/1752006050713088135,54432
Fri Apr 12 13:23:18 +0000 2024,84722,2890,94,759,825,Term Limits,https://x.com/TRUMP_ARMY_/status/1778775906540253318,36112
Fri Mar 22 22:14:17 +0000 2024,388517,1831,18,105,285,Term Limits,https://x.com/Johnny_Joey/status/1771299385214632396,36295
Wed Mar 06 21:14:33 +0000 2024,1132956,1813,35,480,215,Term Limits,https://x.com/jsolomonReports/status/1765486147738714429,42289
Sun Mar 03 02:18:46 +0000 2024,1201545,3500,49,779,247,Term Limits,https://x.com/greta/status/1764113156425568625,74877
Thu Feb 29 20:13:27 +0000 2024,36695,641,6,38,252,Term Limits,https://x.com/houmanhemmati/status/1763296445036384513,13744
Mon Mar 04 17:58:25 +0000 2024,48698,7250,101,1528,1081,Term Limits,https://x.com/archeryfan93/status/1764712015749407120,120400
Thu Feb 08 10:29:17 +0000 2024,2353942,2250,85,147,263,Term Limits,https://x.com/DeadlineDayLive/status/1755539289918558540,277382
Tue Apr 09 16:18:20 +0000 2024,360967,9364,121,1585,1494,Term Limits,https://x.com/MayoIsSpicyy/status/1777732791616328003,123112
Wed Apr 17 22:18:07 +0000 2024,484221,175,8,154,18,Term Limits,https://x.com/komonews/status/1780722434359922857,18430
Sun Apr 14 19:01:43 +0000 2024,154154,599,8,98,412,Term Limits,https://x.com/Ilegvm/status/1779585846829523182,11154
Fri Apr 12 03:52:18 +0000 2024,141256,83,1,5,33,Term Limits,https://x.com/JDunlap1974/status/1778632206442696811,1662
Tue Jan 23 15:55:56 +0000 2024,130728,1335,28,65,517,Term Limits,https://x.com/TheUSASingers/status/1749823286093971750,14858
Thu Apr 11 21:33:57 +0000 2024,349294,677,11,43,63,Term Limits,https://x.com/ProudElephantUS/status/1778536995423490166,7988
Wed Feb 28 18:40:39 +0000 2024,122299,4206,14,132,210,Term Limits,https://x.com/MarindaVannoy1/status/1762910703273320851,157537
Tue Apr 09 21:23:26 +0000 2024,1554004,1369,14,104,555,Term Limits,https://x.com/RBReich/status/1777809570502488294,34380
Wed Feb 28 18:13:14 +0000 2024,126454,2735,16,60,452,Term Limits,https://x.com/LucasKunceMO/status/1762903803756675316,32270
Fri Apr 12 11:40:38 +0000 2024,25663,68,1,5,67,Term Limits,https://x.com/kung_fu_jedi/status/1778750066875920703,2271
Fri Feb 23 01:21:31 +0000 2024,72952,2705,46,317,206,Term Limits,https://x.com/deanbphillips/status/1760837258943369590,209907
Sun Jan 14 20:34:02 +0000 2024,2665,1381,19,198,162,Term Limits,https://x.com/MikeGeeNY00/status/1746631781887918110,102941
Fri Mar 01 19:22:56 +0000 2024,360968,2178,24,125,605,Term Limits,https://x.com/MayoIsSpicyy/status/1763646117705839059,21384
Thu Feb 08 16:26:36 +0000 2024,2504848,1162,9,85,196,Term Limits,https://x.com/JackPosobiec/status/1755629210872299721,57160
Fri Apr 12 23:52:25 +0000 2024,18650,158,132,117,17,Term Limits,https://x.com/lion_politics/status/1778934228064883016,737929
Wed Apr 17 18:59:39 +0000 2024,2140269,10130,49,286,2050,Term Limits,https://x.com/VivekGRamaswamy/status/1780672490714308729,253705
Wed Apr 10 11:56:21 +0000 2024,189385,405,6,58,81,Term Limits,https://x.com/themarketswork/status/1778029248185508029,11453
Thu Mar 28 14:30:01 +0000 2024,128864,709,14,88,188,Term Limits,https://x.com/RepRoKhanna/status/1773356877713117498,18547
Thu Apr 11 17:20:51 +0000 2024,179167,1511,14,63,196,Term Limits,https://x.com/GlennJacobsTN/status/1778473297186894015,49172
Fri Mar 29 15:47:53 +0000 2024,49732,1071,12,83,213,Term Limits,https://x.com/awstar11/status/1773738858867540406,32773
Sun Mar 31 22:49:51 +0000 2024,352021,8915,132,712,4818,Term Limits,https://x.com/lindyli/status/1774569827908080052,122045
Mon Feb 12 17:54:53 +0000 2024,383437,4832,6,172,384,Term Limits,https://x.com/Travis_in_Flint/status/1757100977377739020,242621
Tue Jan 30 00:09:15 +0000 2024,60098,748,13,102,254,Term Limits,https://x.com/PopularLiberal/status/1752121763587043815,13813
Sat Apr 13 08:11:11 +0000 2024,560289,229,3,12,42,Term Limits,https://x.com/observerug/status/1779059748119158785,17610
Wed Apr 10 17:21:27 +0000 2024,3404170,397,4,113,90,Term Limits,https://x.com/Alyssa_Milano/status/1778111063143358587,56156
Fri Apr 12 13:28:31 +0000 2024,17431,138,4,18,92,Term Limits,https://x.com/lucaforsure/status/1778777219596271720,5226
Thu Apr 11 19:24:16 +0000 2024,76236,213,3,15,228,Term Limits,https://x.com/CreasonJana/status/1778504358654595378,7851
Wed Apr 17 03:11:26 +0000 2024,331508,4697,108,174,2805,Patriot Act,https://x.com/WallStreetApes/status/1780433861799039357,300623
Wed Apr 10 19:40:28 +0000 2024,81677,509,9,29,349,Patriot Act,https://x.com/FreyjaTarte/status/1778146045257507152,10736
Mon Apr 15 12:06:46 +0000 2024,80350,1327,2,20,55,Patriot Act,https://x.com/InsaneCope/status/1779843810358366685,21494
Wed Apr 17 13:12:44 +0000 2024,492401,248,6,3,179,Patriot Act,https://x.com/EFF/status/1780585184166924639,16988
Tue Apr 16 12:57:00 +0000 2024,193687,2077,31,75,377,Patriot Act,https://x.com/beinlibertarian/status/1780218838916763737,32668
Wed Apr 10 21:11:16 +0000 2024,2942,49,0,2,16,Patriot Act,https://x.com/JPeachyLiberty/status/1778168895662333967,1493
Mon Apr 15 14:55:47 +0000 2024,500663,1788,28,52,348,Patriot Act,https://x.com/justinamash/status/1779886340844212716,35068
Wed Apr 10 14:32:27 +0000 2024,634807,7209,45,112,1108,Patriot Act,https://x.com/TRHLofficial/status/1778068532246220928,156034
Wed Apr 10 22:59:06 +0000 2024,58562,184,1,12,165,Patriot Act,https://x.com/01Funkytown/status/1778196035489132546,7231
Wed Apr 17 02:58:08 +0000 2024,12449,280,1,6,167,Patriot Act,https://x.com/el_sabawi/status/1780430516467999070,11907
Mon Apr 15 19:33:33 +0000 2024,189385,339,12,15,269,Patriot Act,https://x.com/themarketswork/status/1779956245421826546,22643
Fri Apr 12 17:40:48 +0000 2024,73137,1776,42,311,390,Patriot Act,https://x.com/Arkypatriot/status/1778840709065310636,18780
Sun Apr 14 20:00:44 +0000 2024,8633,76,3,6,18,Patriot Act,https://x.com/abetterworld98/status/1779600699380097212,1147
Wed Apr 10 23:56:40 +0000 2024,13194,86,0,7,28,Patriot Act,https://x.com/billyd3_/status/1778210522711630257,2714
Wed Apr 17 11:31:58 +0000 2024,8518,33,0,1,37,Patriot Act,https://x.com/khansen0611/status/1780559828072460379,1011
Fri Apr 12 01:52:54 +0000 2024,31715,301,11,118,63,Patriot Act,https://x.com/iamnot_elon/status/1778602161636557261,8406
Fri Apr 12 23:45:50 +0000 2024,500663,1049,9,30,208,Patriot Act,https://x.com/justinamash/status/1778932570383606001,39410
Wed Apr 17 14:14:02 +0000 2024,10116,34,0,0,17,Patriot Act,https://x.com/GracieNunyabiz/status/1780600611622543756,1217
Fri Apr 12 14:00:23 +0000 2024,144865,449,6,22,132,Patriot Act,https://x.com/SteveLovesAmmo/status/1778785236832170379,11753
Mon Apr 15 20:10:46 +0000 2024,189385,160,2,7,78,Patriot Act,https://x.com/themarketswork/status/1779965612820979801,10845
Wed Apr 10 20:12:01 +0000 2024,1569,76,0,3,50,Patriot Act,https://x.com/JerradChristian/status/1778153986807251292,1446
Sat Apr 13 00:15:16 +0000 2024,373447,416,1,11,96,Patriot Act,https://x.com/TPostMillennial/status/1778939979064074250,15015
Fri Apr 12 00:30:18 +0000 2024,27115,146,5,21,59,Patriot Act,https://x.com/MelKShow/status/1778581373994815642,2340
Thu Apr 11 00:44:12 +0000 2024,7469,36,2,4,17,Patriot Act,https://x.com/CarolineKaneTX/status/1778222483377680778,1075
Tue Apr 16 21:38:31 +0000 2024,969,56,5,2,33,Patriot Act,https://x.com/NoahChauvin/status/1780350079884251186,14861
Thu Apr 11 00:13:10 +0000 2024,23482,58,2,6,19,Patriot Act,https://x.com/zadokq244514/status/1778214673701290424,2580
Sat Apr 13 13:56:47 +0000 2024,349135,626,7,45,138,Patriot Act,https://x.com/iheartmindy/status/1779146717415579668,28980
Tue Apr 16 12:51:59 +0000 2024,64988,133,5,4,80,Patriot Act,https://x.com/LauraMiers/status/1780217576892563477,7884
Mon Apr 15 17:29:57 +0000 2024,271771,256,1,4,173,Patriot Act,https://x.com/peterdaou/status/1779925139427082342,6605
Sat Apr 13 12:33:35 +0000 2024,30769,126,0,2,17,Patriot Act,https://x.com/dutchessprim/status/1779125779911061692,2372
Fri Apr 12 15:32:30 +0000 2024,472833,300,1,24,92,Patriot Act,https://x.com/kylenabecker/status/1778808417580151025,10366
Wed Apr 10 19:18:03 +0000 2024,500663,483,8,17,129,Patriot Act,https://x.com/justinamash/status/1778140406351278511,215359
Wed Apr 17 18:50:52 +0000 2024,193347,136,1,40,19,Patriot Act,https://x.com/NotHoodlum/status/1780670278151946628,2944
Wed Apr 10 16:17:00 +0000 2024,6558,54,1,3,18,Patriot Act,https://x.com/ky_statesman/status/1778094841307759071,2434
Fri Apr 12 17:54:39 +0000 2024,13411,275,5,24,108,Patriot Act,https://x.com/leilacleigh/status/1778844191701053679,5903
Wed Apr 17 23:17:37 +0000 2024,1776,116,3,2,18,Patriot Act,https://x.com/slfemp/status/1780737407710605448,3538
Fri Apr 12 20:54:07 +0000 2024,17702,297,0,8,29,Patriot Act,https://x.com/MrClean00007/status/1778889357480391086,20804
Sat Apr 13 14:10:32 +0000 2024,147410,351,0,4,30,Patriot Act,https://x.com/LaurenWitzkeDE/status/1779150181478404216,5282
Wed Apr 10 18:56:49 +0000 2024,2627,870,0,5,35,Patriot Act,https://x.com/super_ultraMAGA/status/1778135063504224258,19496
Tue Apr 16 11:56:39 +0000 2024,1293,46,8,3,23,Patriot Act,https://x.com/execintelreview/status/1780203651002208441,3961
Wed Apr 17 03:13:44 +0000 2024,1281,73,0,0,23,Patriot Act,https://x.com/realbugsycat/status/1780434443402191043,4236
Wed Apr 17 03:13:30 +0000 2024,4459,150,0,4,49,Patriot Act,https://x.com/JoeMaristela/status/1780434383377498427,9501
Sat Apr 13 17:39:57 +0000 2024,180462,12,0,1,21,Patriot Act,https://x.com/truthout/status/1779202880035029143,1772
Tue Apr 16 21:08:36 +0000 2024,950,2528,13,23,113,Patriot Act,https://x.com/Keptopolarbear/status/1780342552572346373,21127
Wed Apr 10 21:56:00 +0000 2024,3168,165,5,10,70,Patriot Act,https://x.com/Lets_Play_MEOW/status/1778180155120492596,12625
Wed Apr 10 22:18:37 +0000 2024,98914,97,2,6,57,Patriot Act,https://x.com/TPV_John/status/1778185845612134792,11301
Thu Apr 11 14:54:20 +0000 2024,8045,40,0,4,13,Patriot Act,https://x.com/ColonelTowner/status/1778436426478002561,532
Fri Apr 12 21:35:26 +0000 2024,336,643,5,28,104,Patriot Act,https://x.com/phil_gonia/status/1778899752723042528,52698
Thu Apr 11 12:33:27 +0000 2024,29816,92,1,20,19,Patriot Act,https://x.com/MatthewLauseng/status/1778400971606855813,1597
Fri Apr 12 20:12:52 +0000 2024,12146,28,0,4,18,Patriot Act,https://x.com/latstetter/status/1778878975944589602,359
Mon Apr 15 14:50:57 +0000 2024,25518,3819,128,64,1651,Patriot Act,https://x.com/LizaGoitein/status/1779885125121052827,1054682
Fri Apr 12 09:33:34 +0000 2024,179642,876,0,13,53,Patriot Act,https://x.com/GPrime85/status/1778718089191870961,19027
Wed Apr 10 18:56:33 +0000 2024,1956,53,1,2,31,Patriot Act,https://x.com/lukewgoldstein/status/1778134996064076029,6847
Thu Apr 11 21:53:28 +0000 2024,18039,19,1,2,16,Patriot Act,https://x.com/orcatra/status/1778541906395546017,412
Fri Apr 12 19:38:08 +0000 2024,611,64,0,8,16,Patriot Act,https://x.com/A51Guyy/status/1778870233127633101,1698
Fri Apr 12 01:50:40 +0000 2024,229,346,1,15,49,Patriot Act,https://x.com/sum_ott/status/1778601596747989306,13761
Thu Apr 11 19:43:57 +0000 2024,4510,168,1,10,30,Patriot Act,https://x.com/dawn_yarley/status/1778509312593187070,3353
Fri Apr 12 17:55:49 +0000 2024,25518,1098,42,34,448,Patriot Act,https://x.com/LizaGoitein/status/1778844484970717305,238646
Thu Apr 11 00:49:37 +0000 2024,15590,314,1,14,106,Patriot Act,https://x.com/Uncommonsince76/status/1778223846207681017,13422
Fri Apr 12 02:54:21 +0000 2024,25518,1108,63,33,647,Patriot Act,https://x.com/LizaGoitein/status/1778617626463183245,498774
Wed Apr 10 23:08:03 +0000 2024,2886,202,2,11,47,Patriot Act,https://x.com/XTownSquareX/status/1778198287142818027,6012
Thu Apr 11 20:02:06 +0000 2024,4510,100,2,7,25,Patriot Act,https://x.com/dawn_yarley/status/1778513878743134623,718
Thu Apr 11 04:45:52 +0000 2024,5451,210,0,8,21,Patriot Act,https://x.com/RogueLou18/status/1778283300718866537,5510
Fri Apr 12 21:58:21 +0000 2024,87935,134,5,3,68,Patriot Act,https://x.com/ddayen/status/1778905521862381990,40536
Tue Apr 16 12:07:15 +0000 2024,87935,78,0,0,32,Patriot Act,https://x.com/ddayen/status/1780206319942652246,8908
Fri Apr 12 13:39:18 +0000 2024,87935,33,0,0,18,Patriot Act,https://x.com/ddayen/status/1778779933587730683,5467
Fri Apr 12 13:14:29 +0000 2024,2824,115,0,5,38,Patriot Act,https://x.com/jftaveira1993/status/1778773686377484496,55215
Wed Apr 10 18:45:08 +0000 2024,87935,65,1,1,34,Patriot Act,https://x.com/ddayen/status/1778132122189844696,6627
Wed Apr 17 14:30:00 +0000 2024,34860839,11173,180,1853,3166,Medicaid,https://x.com/POTUS/status/1780604629039862050,624809
Mon Apr 15 13:57:58 +0000 2024,7228,922,17,214,79,Medicaid,https://x.com/PathwayToFI/status/1779871793924239784,152606
