createdAt,followers,likeCount,quoteCount,replyCount,retweetCount,searchTerm,url,viewCount
Mon Apr 15 15:54:57 +0000 2024,512932,5661,58,70,2863,Detention Camps,https://x.com/QudsNen/status/1779901233806893123,143885
Thu Apr 11 17:32:30 +0000 2024,512932,249,128,30,214,Detention Camps,https://x.com/QudsNen/status/1778476230003564919,20800
Sat Apr 13 05:39:12 +0000 2024,33845,213,28,41,144,Detention Camps,https://x.com/NilanjanDasAITC/status/1779021497237197159,5298
Sun Apr 14 00:33:10 +0000 2024,334803,2384,137,836,1701,Detention Camps,https://x.com/BidenHQ/status/1779306872375328973,125020
Wed Apr 17 21:10:15 +0000 2024,21527,117,0,6,29,Detention Camps,https://x.com/MikePerryavatar/status/1780705356039233779,2494
Wed Apr 17 21:16:11 +0000 2024,2137,548,16,250,80,Detention Camps,https://x.com/28virgo/status/1780706850515849679,19235
Mon Apr 15 14:33:39 +0000 2024,512932,1028,23,30,947,Detention Camps,https://x.com/QudsNen/status/1779880773153173575,30720
Mon Apr 15 15:22:23 +0000 2024,512932,327,5,8,175,Detention Camps,https://x.com/QudsNen/status/1779893036752720368,11683
Wed Apr 17 09:09:34 +0000 2024,3901209,24,1,7,21,Detention Camps,https://x.com/guardiannews/status/1780523990739730706,10444
Wed Apr 10 20:12:20 +0000 2024,2727,16,1,0,17,Detention Camps,https://x.com/BuddJenn/status/1778154066675376471,1136
Thu Apr 11 17:45:14 +0000 2024,2178,21,2,6,17,Detention Camps,https://x.com/maryjay223/status/1778479436939334043,572
Mon Apr 15 17:50:04 +0000 2024,28483,54,0,2,32,Detention Camps,https://x.com/DmodosCutter/status/1779930204669948286,563
Wed Apr 17 10:59:41 +0000 2024,20787,167,5,19,96,Detention Camps,https://x.com/KreaseChan/status/1780551701587546276,20077
Fri Apr 12 22:23:05 +0000 2024,15159,187,8,7,114,Detention Camps,https://x.com/AbduwelA/status/1778911744754086270,14215
Mon Apr 15 15:51:47 +0000 2024,66950,67,0,1,16,Detention Camps,https://x.com/redstreamnet/status/1779900436926840998,2057
Wed Apr 17 11:34:50 +0000 2024,5696,88,4,7,31,Detention Camps,https://x.com/ScharoMaroof/status/1780560549358580111,6451
Tue Apr 16 19:29:17 +0000 2024,512932,175,0,11,107,Detention Camps,https://x.com/QudsNen/status/1780317559914377722,8243
Wed Apr 17 10:04:10 +0000 2024,52669,80,6,1,42,Detention Camps,https://x.com/amnestypress/status/1780537729656246741,10839
Mon Feb 05 16:23:36 +0000 2024,244871,2098,110,124,1196,Border Camps,https://x.com/TexasLindsay_/status/1754541293567373474,213854
Sun Jan 21 16:20:30 +0000 2024,63678,1638,48,71,1138,Border Camps,https://x.com/meantweeting1/status/1749104693282754705,25189
Fri Feb 02 08:20:19 +0000 2024,512952,818,12,7,654,Border Camps,https://x.com/QudsNen/status/1753332506516930970,18525
Thu Feb 15 04:44:33 +0000 2024,808204,4092,18,40,3128,Border Camps,https://x.com/Timesofgaza/status/1757989250237149337,114424
Sat Feb 10 02:14:22 +0000 2024,273867,5802,286,324,4070,Border Camps,https://x.com/Megatron_ron/status/1756139514873913757,544830
Sun Feb 25 13:00:58 +0000 2024,273867,2163,76,134,1347,Border Camps,https://x.com/Megatron_ron/status/1761738056191602696,92225
Mon Feb 05 06:28:21 +0000 2024,138715,996,9,26,526,Border Camps,https://x.com/sarabahaa94/status/1754391492334887319,12654
Wed Feb 07 10:00:02 +0000 2024,500773,1955,40,99,1421,Border Camps,https://x.com/MiddleEastEye/status/1755169542156828708,53600
Sat Feb 03 12:18:31 +0000 2024,79714,746,41,85,436,Border Camps,https://x.com/BigFish3000/status/1753754838607814981,313640
Mon Mar 04 23:16:13 +0000 2024,35414,776,10,23,602,Border Camps,https://x.com/NourNaim88/status/1764791991953498225,22450
Wed Feb 28 22:22:49 +0000 2024,881642,1626,8,90,533,Border Camps,https://x.com/LauraLoomer/status/1762966612498366528,44505
Sun Jan 21 21:19:56 +0000 2024,172789,387,12,17,269,Border Camps,https://x.com/SuppressedNws/status/1749180047871680875,10713
Thu Jan 18 01:38:45 +0000 2024,5332,553,11,37,145,Border Camps,https://x.com/PakiSwift/status/1747795631790596466,73916
Fri Feb 02 23:00:23 +0000 2024,172789,213,11,16,160,Border Camps,https://x.com/SuppressedNws/status/1753553982625100063,15887
Sun Mar 10 00:42:14 +0000 2024,8333,336,31,39,311,Border Camps,https://x.com/JosephTrimmer_/status/1766625577023189335,20187
Sun Mar 10 23:39:35 +0000 2024,30608,567,20,17,338,Border Camps,https://x.com/Oscarelblue/status/1766972198911393889,22945
Tue Mar 05 03:47:43 +0000 2024,172789,116,3,8,75,Border Camps,https://x.com/SuppressedNws/status/1764860315953770760,5524
Mon Feb 26 16:06:37 +0000 2024,88155,224,2,22,79,Border Camps,https://x.com/WesternLensman/status/1762147164740825156,29158
Wed Feb 07 22:35:30 +0000 2024,881642,3836,30,135,1572,Border Camps,https://x.com/LauraLoomer/status/1755359658854797389,89799
Tue Feb 20 20:03:44 +0000 2024,55040,226,12,48,199,Border Camps,https://x.com/RoseDC11/status/1760032508815519837,8598
Sat Jan 20 18:30:49 +0000 2024,189158,1167,24,25,893,Border Camps,https://x.com/BenBergquam/status/1748775102018183168,15225
Thu Jan 18 13:41:48 +0000 2024,603249,686,21,51,222,Border Camps,https://x.com/KazmiWajahat/status/1747977594266701840,55640
Thu Feb 15 05:14:07 +0000 2024,203380,335,5,10,145,Border Camps,https://x.com/angeloinchina/status/1757996687766040967,5762
Tue Feb 27 00:35:39 +0000 2024,103186,162,2,49,61,Border Camps,https://x.com/LarryDJonesJr/status/1762275267064553774,15039
Wed Mar 06 10:22:21 +0000 2024,172257,498,21,65,415,Border Camps,https://x.com/BeckettUnite/status/1765322018176536818,13644
Tue Mar 05 17:29:23 +0000 2024,29967,116,7,6,78,Border Camps,https://x.com/redsarah99/status/1765067095962955844,3458
Mon Jan 29 23:08:07 +0000 2024,255262,4754,270,176,3948,Border Camps,https://x.com/RealAmVoice/status/1752106378162794907,454861
Thu Jan 18 03:00:42 +0000 2024,1110825,2315,60,95,501,Border Camps,https://x.com/sentdefender/status/1747816255933833635,288699
Mon Feb 19 19:23:00 +0000 2024,125171,3514,99,510,875,Border Camps,https://x.com/MosabHasanYOSEF/status/1759659869219512783,270225
Tue Jan 30 00:40:49 +0000 2024,414928,5577,227,436,3000,Border Camps,https://x.com/BillMelugin_/status/1752129705678159897,1181110
Sat Feb 03 14:32:45 +0000 2024,500773,174,4,6,116,Border Camps,https://x.com/MiddleEastEye/status/1753788618764697624,7597
Sat Feb 10 05:12:44 +0000 2024,13416,260,10,18,244,Border Camps,https://x.com/Palestine001_/status/1756184401744965732,11442
Tue Jan 16 18:26:03 +0000 2024,317124,5232,28,91,749,Border Camps,https://x.com/TimesAlgebraIND/status/1747324352163729827,303852
Thu Jan 18 17:33:42 +0000 2024,59141,177,6,13,154,Border Camps,https://x.com/joyreaper/status/1748035951040106816,5504
Sun Feb 11 18:09:24 +0000 2024,87397,1158,29,72,213,Border Camps,https://x.com/SocDoneLeft/status/1756742245397492185,67030
Thu Apr 11 07:34:45 +0000 2024,544951,131,1,5,88,Border Camps,https://x.com/Sprinterfactory/status/1778325802456654271,9626
Sun Feb 04 13:00:00 +0000 2024,90710,358,14,26,254,Border Camps,https://x.com/palinfoen/status/1754127667077795983,67577
Sat Jan 20 17:50:06 +0000 2024,7556,359,2,0,135,Border Camps,https://x.com/heshidicjudaism/status/1748764854591307845,13739
Wed Jan 24 13:46:56 +0000 2024,361894,2237,19,47,756,Border Camps,https://x.com/ericmmatheny/status/1750153211074212097,22504
Mon Apr 15 15:42:21 +0000 2024,512932,160,1,4,87,Detention Camps,https://x.com/QudsNen/status/1779898061075919070,9531
Wed Apr 17 22:08:26 +0000 2024,22360,107,3,2,40,Detention Camps,https://x.com/TheSyedHaq/status/1780719998203220222,4502
Wed Apr 17 17:21:22 +0000 2024,36512,113,2,7,34,Detention Camps,https://x.com/Charlie533080/status/1780647756878524896,4668
Wed Apr 10 15:51:42 +0000 2024,20192,134,9,5,45,Detention Camps,https://x.com/d_boeselager/status/1778088473464803530,10102
Mon Apr 15 16:51:24 +0000 2024,2178,18,2,3,16,Detention Camps,https://x.com/maryjay223/status/1779915440556564703,759
Fri Apr 05 17:22:46 +0000 2024,48851,42,5,21,21,Border Camps,https://x.com/unlimited_ls/status/1776299454384971961,3616
Wed Apr 10 23:14:28 +0000 2024,48119,329,21,20,163,Border Camps,https://x.com/raviagrawal3/status/1778199899479429305,13487
Sun Mar 31 01:44:54 +0000 2024,1993,724,0,1,242,Border Camps,https://x.com/wishaspell/status/1774251491869749387,27515
Thu Jan 25 18:51:52 +0000 2024,14366,1663,7,31,1363,Border Camps,https://x.com/_Anyafulugo/status/1750592337192063460,58023
Mon Feb 26 02:21:21 +0000 2024,26556,412,1,8,97,Border Camps,https://x.com/Girishvhp/status/1761939477679972726,6188
Wed Jan 17 11:36:42 +0000 2024,40049,81,0,0,83,Border Camps,https://x.com/anamika943/status/1747583721577021746,1398
Fri Mar 22 10:41:41 +0000 2024,1205,397,11,41,219,Border Camps,https://x.com/FAMS_AMNC/status/1771125086818386398,27148
Fri Feb 09 21:12:13 +0000 2024,16667,650,3,9,76,Border Camps,https://x.com/HumansOfJudaism/status/1756063476651344283,7143
Mon Mar 04 17:24:52 +0000 2024,2525638,12102,132,250,6792,Border Camps,https://x.com/hodgetwins/status/1764703571520508316,386933
Tue Apr 02 15:23:41 +0000 2024,8333,89,0,17,95,Border Camps,https://x.com/JosephTrimmer_/status/1775182322305806658,3132
Sat Jan 06 18:09:02 +0000 2024,189158,288,9,7,173,Border Camps,https://x.com/BenBergquam/status/1743696190695154085,8949
Thu Jan 18 06:22:25 +0000 2024,40159,1347,12,113,433,Border Camps,https://x.com/PoornimaNimo/status/1747867015791194220,41252
Sun Mar 03 09:51:26 +0000 2024,98799,2709,73,624,1917,Border Camps,https://x.com/NRC_Egeland/status/1764227073596346500,66921
Sun Feb 04 22:45:27 +0000 2024,114149,166,3,7,114,Border Camps,https://x.com/Rachael_Swindon/status/1754274999739830721,3298
Tue Mar 05 20:20:24 +0000 2024,5274,1331,4,28,99,Border Camps,https://x.com/peterawolf/status/1765110133720244546,60211
Mon Feb 05 05:40:53 +0000 2024,984,215,1,3,66,Border Camps,https://x.com/Boredy_Mcbored/status/1754379548190216584,7568
Tue Feb 06 03:51:32 +0000 2024,254578,543,3,14,197,Border Camps,https://x.com/Peoples_Pundit/status/1754714418129027367,30306
Fri Feb 23 18:49:47 +0000 2024,19666,548,8,16,234,Border Camps,https://x.com/jalalayn/status/1761101061597614357,27015
Mon Jan 29 23:34:53 +0000 2024,82869,547,23,27,704,Border Camps,https://x.com/RL9631/status/1752113111509959042,25026
Wed Jan 03 10:45:08 +0000 2024,1840439,317,5,22,149,Border Camps,https://x.com/zerohedge/status/1742497313568772582,72634
Wed Apr 17 17:13:09 +0000 2024,330764,371,6,11,143,Abortion,https://x.com/LifeNewsHQ/status/1780645689535398303,7574
Sun Apr 14 01:10:29 +0000 2024,55835,164,21,17,133,Abortion,https://x.com/AAnon55/status/1779316262696280420,40283
Wed Apr 17 13:31:18 +0000 2024,3882,465,16,9,149,Abortion,https://x.com/lovvewolf/status/1780589859775606818,25111
Wed Apr 17 14:09:23 +0000 2024,1001898,10155,515,2184,4230,Abortion,https://x.com/SenJohnKennedy/status/1780599440694255632,558335
Wed Apr 17 03:06:03 +0000 2024,17084,4320,390,705,793,Abortion,https://x.com/redusa21/status/1780432506992660989,1849535
Wed Apr 17 00:16:29 +0000 2024,7112799,24052,569,9118,3691,Abortion,https://x.com/StephenKing/status/1780389837402493081,1126382
Tue Apr 16 14:17:47 +0000 2024,110,31438,131,1027,1740,Abortion,https://x.com/SocietyQueen999/status/1780239168058052753,1408588
Sat Apr 13 17:14:38 +0000 2024,157258,3266,104,273,515,Abortion,https://x.com/sovereignbrah/status/1779196511353745754,316192
Tue Apr 16 02:11:42 +0000 2024,135884,17335,76,1515,2949,Abortion,https://x.com/piper4missouri/status/1780056441304371655,245329
Wed Apr 17 13:54:14 +0000 2024,1001898,4795,61,512,1449,Abortion,https://x.com/SenJohnKennedy/status/1780595629669941255,65628
Wed Apr 17 18:43:01 +0000 2024,168334,5326,31,611,1216,Abortion,https://x.com/VoteGloriaJ/status/1780668303372873810,56065
Wed Apr 17 02:37:38 +0000 2024,50504,427,19,92,131,Abortion,https://x.com/KristanHawkins/status/1780425356052230652,14510
Wed Apr 17 21:18:23 +0000 2024,334805,14125,233,351,4170,Abortion,https://x.com/BidenHQ/status/1780707404268945771,1101496
Wed Apr 17 21:32:46 +0000 2024,15601,322,16,171,205,Abortion,https://x.com/Strong5590/status/1780711023022055537,8200
Wed Apr 17 21:21:06 +0000 2024,6272,740,10,4,223,Abortion,https://x.com/RHAVote/status/1780708088364110243,21020
Wed Apr 17 21:41:24 +0000 2024,184136,2650,44,124,758,Abortion,https://x.com/highbrow_nobrow/status/1780713196850147567,146203
Wed Apr 17 13:02:29 +0000 2024,12023,1533,7,97,276,Abortion,https://x.com/_PowerOfWord_/status/1780582606758727953,20574
Thu Apr 11 19:22:57 +0000 2024,2240,451,15,217,53,Abortion,https://x.com/SupremeCrusader/status/1778504026281423350,19621
Sun Apr 14 22:49:10 +0000 2024,55835,165,10,13,102,Abortion,https://x.com/AAnon55/status/1779643087528038573,8462
Thu Apr 11 16:37:07 +0000 2024,11403,129,1,7,61,Abortion,https://x.com/Kristin_Hook/status/1778462292213891389,4290
Wed Apr 17 16:50:58 +0000 2024,23459,782,46,56,721,Abortion,https://x.com/VaTechPhiDelt/status/1780640105553686734,11462
Wed Apr 17 17:10:48 +0000 2024,17084,180,7,70,76,Abortion,https://x.com/redusa21/status/1780645095206981723,5146
Wed Apr 17 15:36:29 +0000 2024,11478,659,20,24,282,Abortion,https://x.com/DoomScroling/status/1780621360462483562,39836
Thu Apr 11 03:26:48 +0000 2024,5201,179,8,24,49,Abortion,https://x.com/darvidosiris/status/1778263404819476955,6568
Wed Apr 17 18:48:04 +0000 2024,22893,2302,675,1164,1348,Abortion,https://x.com/AZSenateDems/status/1780669573970457062,2089070
Tue Apr 16 13:41:50 +0000 2024,943,92,5,15,36,Abortion,https://x.com/SamRiley95/status/1780230119413473742,5675
Tue Apr 16 19:01:56 +0000 2024,9456,147,7,15,30,Abortion,https://x.com/jaredhmoore/status/1780310676956668193,17423
Sun Apr 14 20:20:09 +0000 2024,268,3208,41,6,245,Abortion,https://x.com/nathanrscott12/status/1779605583353487649,47821
Thu Apr 11 21:28:09 +0000 2024,3828,527,21,206,86,Abortion,https://x.com/shay3322/status/1778535533582619069,21012
Tue Apr 16 21:26:09 +0000 2024,8374,1279,45,43,1081,Abortion,https://x.com/RepAnaliseOrtiz/status/1780346970462195785,62595
Fri Apr 12 14:46:07 +0000 2024,56475,21937,1934,7015,1511,Abortion,https://x.com/ClaireFosterPHD/status/1778796746455253398,3362505
Wed Apr 17 13:00:02 +0000 2024,2851537,3419,90,213,1447,Abortion,https://x.com/ProjectLincoln/status/1780581990787621206,264269
Wed Apr 17 17:31:11 +0000 2024,3183,1454,5,47,67,Abortion,https://x.com/nienna121/status/1780650228003049972,63843
Sun Apr 14 13:04:12 +0000 2024,19550,962,12,60,173,Abortion,https://x.com/BryanKemper/status/1779495872981549225,9866
Wed Apr 10 19:43:50 +0000 2024,4930,49,4,1,34,Abortion,https://x.com/BlueATLGeorgia/status/1778146894776082509,3231
Wed Apr 17 15:57:26 +0000 2024,42845,383,7,19,190,Abortion,https://x.com/DebbieforFL/status/1780626634233512096,7111
Sat Apr 13 13:38:25 +0000 2024,1024531,11661,968,2544,2980,Abortion,https://x.com/CollinRugg/status/1779142096773157184,2912077
Sun Apr 14 20:37:09 +0000 2024,2356,184,9,0,18,Abortion,https://x.com/tinasnowslut/status/1779609862122394025,8442
Wed Apr 17 13:02:13 +0000 2024,24877,503,10,18,202,Abortion,https://x.com/mk_indy/status/1780582536977977370,7966
Wed Apr 17 21:15:59 +0000 2024,15197,485,4,14,194,Abortion,https://x.com/LauraChapin/status/1780706800649855453,5912
Wed Apr 17 21:56:39 +0000 2024,135884,1807,15,28,645,Abortion,https://x.com/piper4missouri/status/1780717035082658229,18308
Wed Apr 17 21:39:46 +0000 2024,244648,556,9,15,371,Abortion,https://x.com/AmoneyResists/status/1780712783186977217,12042
Mon Apr 15 23:30:18 +0000 2024,367,25553,24,9,2252,Abortion,https://x.com/schmatacus/status/1780015826445164837,589082
Wed Apr 17 16:16:48 +0000 2024,62,219,2,9,109,Abortion,https://x.com/bwendellmorton/status/1780631508883054625,7670
Mon Apr 15 13:23:10 +0000 2024,14857,184,2,8,166,Abortion,https://x.com/ErikManny2/status/1779863036464902379,4085
Tue Apr 16 19:51:55 +0000 2024,36406,3011,17,50,705,Abortion,https://x.com/DarrigoMelanie/status/1780323254873252298,42245
Fri Apr 12 00:35:07 +0000 2024,429152,6216,198,241,3218,Abortion,https://x.com/allinwithchris/status/1778582586597511273,513218
Sat Apr 13 14:35:11 +0000 2024,1118,2097,15,7,232,Abortion,https://x.com/heavydirtyqueer/status/1779156384468332738,77421
Wed Apr 10 14:15:55 +0000 2024,8799,177,5,2,109,Abortion,https://x.com/HopeisaBison/status/1778064369567367383,5306
Wed Apr 17 15:42:44 +0000 2024,20366,1765,14,180,270,Abortion,https://x.com/Prolife_Sam/status/1780622934714765540,69891
Wed Apr 17 20:53:04 +0000 2024,5946,226,6,126,22,Abortion,https://x.com/_emilyrarick/status/1780701033167311270,6166
Wed Apr 10 18:22:11 +0000 2024,334805,1406,250,959,359,Abortion,https://x.com/BidenHQ/status/1778126347295965586,6037242
Thu Apr 11 15:02:54 +0000 2024,31140915,27422,343,0,7030,Abortion,https://x.com/HillaryClinton/status/1778438581192651177,773580
Mon Apr 15 13:00:01 +0000 2024,31710,1187,41,942,154,Abortion,https://x.com/iamnot_elon/status/1779857209075093966,41202
Wed Apr 17 21:08:10 +0000 2024,334805,2447,55,154,1221,Abortion,https://x.com/BidenHQ/status/1780704832036438523,158353
Wed Apr 17 15:45:33 +0000 2024,217,164,1,2,55,Abortion,https://x.com/RositaVeee/status/1780623640989516200,6963
Sun Apr 14 23:33:14 +0000 2024,19550,312,2,49,57,Abortion,https://x.com/BryanKemper/status/1779654175313347046,4174
Wed Apr 10 15:54:40 +0000 2024,31140915,24138,185,0,4967,Abortion,https://x.com/HillaryClinton/status/1778089222450147499,439697
Wed Apr 17 15:30:00 +0000 2024,2851537,4280,45,176,2109,Abortion,https://x.com/ProjectLincoln/status/1780619728366514207,185150
Thu Apr 11 00:58:47 +0000 2024,2901486,15370,305,2183,2563,Abortion,https://x.com/charliekirk11/status/1778226154073468955,1161749
Wed Apr 17 08:46:17 +0000 2024,4455,107,13,34,87,Abortion,https://x.com/PreciousLifeCom/status/1780518128956416482,4573
Wed Apr 17 19:05:44 +0000 2024,23845,963,25,308,194,Abortion,https://x.com/JohnnyKeyz82/status/1780674021257806228,14652
Wed Apr 10 02:59:27 +0000 2024,47984,2990,33,85,1389,Abortion,https://x.com/1zzyzyx1/status/1777894132012470323,54131
Wed Apr 10 17:25:53 +0000 2024,2901486,7706,148,805,2774,Abortion,https://x.com/charliekirk11/status/1778112179306438715,556885
Wed Apr 17 21:00:33 +0000 2024,68253,212,3,12,59,Abortion,https://x.com/LifeNewsToo/status/1780702916648821172,1799
Wed Apr 17 19:29:02 +0000 2024,29113,563,17,148,287,Abortion,https://x.com/AZHouseDems/status/1780679885742313620,18991
Mon Apr 15 20:02:40 +0000 2024,361093,7048,146,268,1944,Abortion,https://x.com/therecount/status/1779963574430900345,1007098
Thu Apr 11 18:46:59 +0000 2024,1880528,3578,515,1991,862,Abortion,https://x.com/KariLake/status/1778494973824151896,1836065
Thu Apr 11 22:45:36 +0000 2024,2114185,9603,179,2091,2362,Abortion,https://x.com/GavinNewsom/status/1778555025444495722,556150
Thu Apr 11 03:33:42 +0000 2024,149544,4979,12,38,782,Abortion,https://x.com/Sachinettiyil/status/1778265140292735042,57154
Wed Apr 17 21:11:22 +0000 2024,33067,57,2,0,21,Abortion,https://x.com/TheLiberal_ie/status/1780705638584287481,3275
Wed Apr 17 16:24:37 +0000 2024,100583,14594,217,320,6613,Abortion,https://x.com/cwebbonline/status/1780633473096745214,600414
Mon Apr 15 15:08:36 +0000 2024,19550,198,3,32,28,Abortion,https://x.com/BryanKemper/status/1779889566826070229,3000
Sat Apr 13 03:05:28 +0000 2024,877509,5429,575,1435,1809,Abortion,https://x.com/VigilantFox/status/1778982808603488277,1187276
Fri Apr 12 23:56:02 +0000 2024,633306,7518,278,1392,1259,Abortion,https://x.com/RpsAgainstTrump/status/1778935137821966745,551967
Wed Apr 17 15:10:52 +0000 2024,76744,1375,40,45,279,Abortion,https://x.com/FLVoiceNews/status/1780614915633361298,188369
Sat Apr 13 02:42:35 +0000 2024,10409,55,1,6,42,Abortion,https://x.com/Richard_ezio/status/1778977052596801885,1314
Thu Apr 11 12:15:55 +0000 2024,55472,199,4,15,52,Abortion,https://x.com/JoshBuice/status/1778396557827567750,5452
Wed Apr 17 16:36:27 +0000 2024,3732,93,2,2,16,Abortion,https://x.com/Thiohna/status/1780636450557468700,1079
Wed Apr 17 16:45:53 +0000 2024,3218,35,0,8,18,Abortion,https://x.com/AlexandraJo1985/status/1780638826869727349,580
Wed Apr 17 21:31:48 +0000 2024,447321,865,11,52,361,Abortion,https://x.com/RepJerryNadler/status/1780710777881862632,22645
Tue Apr 16 10:03:55 +0000 2024,19550,361,5,44,63,Abortion,https://x.com/BryanKemper/status/1780175278846669042,6494
Mon Apr 15 02:32:07 +0000 2024,551,3785,171,101,1519,Abortion,https://x.com/morganatucker/status/1779699193093014004,304258
Mon Apr 15 20:50:20 +0000 2024,6001,165,7,28,63,Abortion,https://x.com/RockofLifeNI/status/1779975567489544514,11240
Sun Apr 14 23:11:23 +0000 2024,1472,1358,6,109,102,Abortion,https://x.com/baz_blackadder/status/1779648675708346857,26679
Thu Apr 11 12:21:12 +0000 2024,7112799,35952,270,4668,5785,Abortion,https://x.com/StephenKing/status/1778397890974535984,664216
Wed Apr 10 19:43:42 +0000 2024,20211,209,8,169,269,Abortion,https://x.com/PollsNOpinions1/status/1778146858197500150,7374
Wed Apr 17 19:39:16 +0000 2024,579842,11329,171,341,4651,Abortion,https://x.com/Angry_Staffer/status/1780682457580196097,225707
Wed Apr 10 21:53:21 +0000 2024,4405,671,19,27,380,Abortion,https://x.com/Chicana74/status/1778179488683323671,51847
Wed Apr 10 02:18:20 +0000 2024,32133,113,2,9,27,Abortion,https://x.com/BeatTheCult/status/1777883786765574163,3053
Wed Apr 10 16:15:21 +0000 2024,80126,2170,13,52,530,Abortion,https://x.com/OurShallowState/status/1778094425211888086,65133
Thu Apr 11 01:39:56 +0000 2024,8174,2075,5,111,278,Abortion,https://x.com/388shark/status/1778236508669198666,24199
Mon Apr 15 21:14:58 +0000 2024,6001,35,1,7,22,Abortion,https://x.com/RockofLifeNI/status/1779981767992115432,5344
Wed Apr 17 12:21:55 +0000 2024,1135273,5927,16,166,831,Abortion,https://x.com/ScottAdamsSays/status/1780572395440574929,138025
Wed Apr 17 21:51:37 +0000 2024,5199,32,5,3,19,Abortion,https://x.com/HausofpettyTT/status/1780715764648955905,3015
Wed Apr 10 16:14:09 +0000 2024,1071,618,12,11,313,Abortion,https://x.com/ConorForAZ/status/1778094124929011723,38919
Thu Apr 11 20:25:13 +0000 2024,68440,36627,80,291,6627,Abortion,https://x.com/kdnerak33/status/1778519698004480064,450298
Thu Apr 11 18:03:00 +0000 2024,2262,134,6,63,39,Abortion,https://x.com/jfjohnson26/status/1778483904178962870,2971
Wed Apr 17 18:56:56 +0000 2024,119593,684,7,17,322,Abortion,https://x.com/FordJohnathan5/status/1780671807294521470,11186
Wed Apr 17 20:01:17 +0000 2024,335703,1938,57,172,744,Abortion,https://x.com/girlsreallyrule/status/1780688000873087096,116834
Thu Apr 11 03:23:32 +0000 2024,731161,5145,80,199,1273,Abortion,https://x.com/SethDillon/status/1778262580693242209,296894
Thu Apr 11 14:24:49 +0000 2024,119031,562,76,50,369,Abortion,https://x.com/Pismo_B/status/1778429000215593020,35251
Tue Apr 09 23:54:11 +0000 2024,231595,33980,178,747,7272,Abortion,https://x.com/BlackKnight10k/status/1777847509559251390,542711
Mon Apr 15 00:58:20 +0000 2024,12618,79,3,14,31,Abortion,https://x.com/ClassAwitch/status/1779675593690533923,1690
Wed Apr 17 03:02:59 +0000 2024,9707,244,5,46,63,Abortion,https://x.com/fluxus2/status/1780431737677307928,3606
Wed Apr 10 10:33:40 +0000 2024,4580,511,11,1,275,Abortion,https://x.com/winter_canada/status/1778008437944619141,6427
Wed Apr 17 16:31:50 +0000 2024,1770,160,4,12,57,Abortion,https://x.com/BSamuels72/status/1780635288915603742,5521
Wed Apr 17 20:47:07 +0000 2024,207058,1921,45,703,927,Abortion,https://x.com/AZ_Brittney/status/1780699533200216321,28187
Mon Apr 15 11:04:02 +0000 2024,1906,215,4,32,48,Abortion,https://x.com/KarenPatota/status/1779828022838710328,9986
Sun Apr 14 05:34:48 +0000 2024,970,998,1,23,155,Abortion,https://x.com/cherubfemme/status/1779382779400368307,15559
Fri Apr 12 21:47:51 +0000 2024,15161994,10131,104,519,1804,Abortion,https://x.com/BernieSanders/status/1778902877697724834,771752
Wed Apr 17 05:55:53 +0000 2024,3372,1651,3,15,101,Abortion,https://x.com/AlexODiazNV/status/1780475247298556278,62032
Wed Apr 17 18:58:15 +0000 2024,749559,13923,170,27,5384,Abortion,https://x.com/MuellerSheWrote/status/1780672137189322900,369642
Wed Apr 10 21:56:47 +0000 2024,9160,828,5,43,259,Abortion,https://x.com/BarryMarkson1/status/1778180353209082258,34513
Wed Apr 10 19:21:01 +0000 2024,2901486,2670,195,1392,657,Abortion,https://x.com/charliekirk11/status/1778141153696817347,392106
Sun Apr 14 14:18:52 +0000 2024,41528,6870,192,244,4748,Abortion,https://x.com/AymannJames/status/1779514663862145358,139848
Fri Apr 12 13:36:06 +0000 2024,361,310,3,11,52,Abortion,https://x.com/AnnaRiosNC/status/1778779127853539747,15190
Wed Apr 17 23:24:18 +0000 2024,2114185,9079,199,2902,3360,Abortion,https://x.com/GavinNewsom/status/1780739091921023350,391853
Fri Apr 12 01:54:05 +0000 2024,81643,207,3,6,114,Gun Control,https://x.com/FreyjaTarte/status/1778602458723361211,3879
Thu Apr 11 14:54:12 +0000 2024,2901486,64822,1715,1925,17945,Gun Control,https://x.com/charliekirk11/status/1778436392311545907,2457372
Thu Apr 11 20:17:14 +0000 2024,24936,684,23,22,189,Gun Control,https://x.com/BrittRooted/status/1778517687376953839,29032
Thu Apr 11 12:45:49 +0000 2024,124777,1957,117,101,919,Gun Control,https://x.com/KarluskaP/status/1778404084829090044,68787
Fri Apr 12 02:14:15 +0000 2024,957879,2599,33,53,607,Gun Control,https://x.com/Liz_Wheeler/status/1778607533638205593,77037
Sat Apr 13 12:24:21 +0000 2024,39410,2103,4,120,179,Gun Control,https://x.com/Ur_a_Smartass_C/status/1779123457470414919,20445
Mon Apr 15 14:34:52 +0000 2024,33921,405,10,20,327,Gun Control,https://x.com/Pixie1z/status/1779881079463448770,8266
Thu Apr 11 17:55:31 +0000 2024,21363,233,8,23,68,Gun Control,https://x.com/ian_mckelvey/status/1778482023532793901,4646
Fri Apr 12 16:45:36 +0000 2024,654501,587,10,49,166,Gun Control,https://x.com/TaraBull808/status/1778826816620470295,75141
Thu Apr 11 21:23:18 +0000 2024,52745,1196,68,148,463,Gun Control,https://x.com/RyanPatrick1991/status/1778534313224737179,26178
