likeCount,createdAt,searchTerm,replyCount,quoteCount,retweetCount,viewCount,followersCount
273,Fri Apr 12 13:54:55 +0000 2024,Equal Pay,21,3,80,4746,18746
83,Fri Apr 12 19:21:41 +0000 2024,Equal Pay,7,0,60,1449,14560
402,Thu Apr 11 21:59:36 +0000 2024,Equal Pay,10,8,234,13758,45731
185,Sun Apr 07 00:37:27 +0000 2024,Equal Pay,5,1,51,8701,23241
266,Sat Apr 13 21:50:10 +0000 2024,Equal Pay,51,16,79,23221,52088
351,Thu Apr 11 22:19:00 +0000 2024,Equal Pay,3,4,301,7102,45731
373,Tue Apr 09 08:26:55 +0000 2024,Equal Pay,38,7,171,8205,6895
1108,Tue Apr 09 13:26:14 +0000 2024,Equal Pay,19,2,71,38155,6171
274,Sat Apr 06 18:17:29 +0000 2024,Equal Pay,18,1,63,23000,325690
88,Wed Apr 10 09:39:10 +0000 2024,Equal Pay,0,0,86,1703,2019
859,Mon Apr 01 19:28:02 +0000 2024,Equal Pay,68,1,97,21967,16705
382,Fri Apr 12 15:23:39 +0000 2024,Government Mandates,15,10,234,7312,46647
10088,Mon Apr 01 01:28:45 +0000 2024,Government Mandates,901,378,3826,893808,18504
3976,Tue Apr 09 13:01:05 +0000 2024,Government Mandates,75,50,2090,172384,285024
227,Tue Apr 02 18:06:49 +0000 2024,Government Mandates,43,3,183,9877,168004
69,Tue Apr 09 19:23:03 +0000 2024,Government Mandates,24,2,94,2076,40761
152,Thu Apr 11 16:32:07 +0000 2024,Government Mandates,2,0,49,21702,19833
76,Thu Apr 11 09:42:42 +0000 2024,Government Mandates,7,9,65,6785,10832
686,Mon Apr 08 18:29:05 +0000 2024,Government Mandates,46,10,99,28475,97209
1433,Mon Apr 08 13:34:44 +0000 2024,Government Mandates,113,19,454,56046,51014
335,Fri Apr 12 13:27:47 +0000 2024,Government Mandates,13,1,51,2811,4674
716,Tue Mar 26 19:57:59 +0000 2024,Government Mandates,29,5,197,42228,110146
265,Wed Apr 03 15:37:24 +0000 2024,Government Mandates,24,10,162,4362,3614
130,Sun Apr 07 19:36:31 +0000 2024,United Nations,21,2,49,27661,387333
665,Sun Apr 07 17:37:45 +0000 2024,United Nations,31,18,342,33051,9424
3646,Thu Apr 11 07:13:46 +0000 2024,United Nations,101,142,2736,282354,48329
2404,Mon Apr 08 16:07:28 +0000 2024,United Nations,161,61,1039,132473,792358
7947,Sun Apr 07 13:53:53 +0000 2024,United Nations,300,125,4269,57931,103531
107498,Tue Apr 09 12:00:07 +0000 2024,United Nations,5064,2125,23710,37713326,3468992
577,Fri Apr 12 22:42:14 +0000 2024,United Nations,30,3,230,10279,17511
1667,Sat Apr 13 15:36:28 +0000 2024,United Nations,52,10,702,30908,453536
4381,Mon Apr 08 21:49:59 +0000 2024,United Nations,109,34,1671,109956,209582
14565,Wed Apr 10 15:01:08 +0000 2024,United Nations,134,173,746,5644717,14000
17949,Sun Apr 07 13:27:04 +0000 2024,United Nations,148,61,4581,404897,394040
31608,Fri Apr 12 17:20:00 +0000 2024,United Nations,311,61,4175,580791,2612009
6120,Wed Apr 10 15:35:32 +0000 2024,United Nations,118,182,3494,161126,285031
3854,Tue Apr 09 07:06:24 +0000 2024,United Nations,103,14,1508,70895,128758
189,Sun Apr 07 15:26:33 +0000 2024,United Nations,18,8,154,35845,22639
19901,Fri Apr 12 19:40:00 +0000 2024,United Nations,580,211,12475,438948,2612009
3956,Thu Apr 11 20:49:28 +0000 2024,United Nations,649,49,1058,89377,605418
849,Thu Apr 11 21:27:22 +0000 2024,United Nations,86,12,258,55262,490214
1209,Tue Apr 09 19:38:44 +0000 2024,United Nations,76,14,323,21168,1068357
156,Tue Apr 09 14:20:34 +0000 2024,United Nations,3,3,85,7540,285719
198,Fri Apr 12 22:29:17 +0000 2024,United Nations,9,0,79,4423,17511
13273,Sun Apr 07 17:40:00 +0000 2024,United Nations,485,72,2600,357984,2612011
912,Wed Apr 10 06:50:35 +0000 2024,United Nations,31,22,455,46745,1757783
337,Sat Apr 13 17:16:42 +0000 2024,United Nations,12,3,145,4245,5250
160,Thu Apr 11 14:49:45 +0000 2024,United Nations,21,5,87,21582,11177
2484,Tue Apr 09 05:00:28 +0000 2024,United Nations,46,17,994,61516,4814
635,Thu Apr 11 21:24:27 +0000 2024,United Nations,94,10,212,28037,209582
300,Sun Apr 07 01:00:13 +0000 2024,United Nations,1,0,48,12226,1284
826,Sun Apr 07 16:34:45 +0000 2024,United Nations,34,17,558,13685,209582
266,Mon Apr 08 15:01:20 +0000 2024,United Nations,0,1,219,6308,15649
2244,Sun Apr 07 14:21:09 +0000 2024,United Nations,153,46,626,100412,78341
5204,Tue Apr 09 06:23:20 +0000 2024,United Nations,216,95,2625,187703,48329
1568,Sat Apr 13 10:49:58 +0000 2024,United Nations,98,24,552,153564,826
124,Tue Apr 09 13:36:19 +0000 2024,United Nations,6,6,102,4623,132634
8682,Mon Apr 08 13:19:06 +0000 2024,United Nations,906,49,579,502941,557477
1039,Fri Apr 12 06:09:02 +0000 2024,United Nations,18,14,804,20668,48329
480,Fri Apr 12 22:23:14 +0000 2024,United Nations,30,6,197,13799,17511
2922,Fri Apr 12 11:04:42 +0000 2024,United Nations,18,9,362,39418,57258
59,Sun Apr 07 13:42:17 +0000 2024,United Nations,0,1,88,1447,22309
308,Mon Apr 08 10:05:57 +0000 2024,United Nations,4,0,61,6667,515
7190,Sat Apr 06 22:28:16 +0000 2024,United Nations,186,99,4410,158525,2005627
1009,Sat Apr 06 19:17:28 +0000 2024,United Nations,44,9,681,32753,166280
218,Tue Apr 09 02:59:07 +0000 2024,United Nations,6,1,61,17565,8228924
822,Mon Apr 08 14:56:57 +0000 2024,United Nations,18,1,70,16764,56403
425,Fri Apr 12 11:18:54 +0000 2024,United Nations,18,4,82,30187,3805
900,Tue Apr 09 15:01:37 +0000 2024,United Nations,81,20,353,32705,25322
239,Mon Apr 08 18:23:38 +0000 2024,United Nations,4,4,125,16218,542497
152,Fri Apr 12 09:11:31 +0000 2024,United Nations,56,14,108,3621,11933
465,Sat Apr 13 22:20:38 +0000 2024,United Nations,6,6,143,22453,542497
9303,Sun Apr 07 18:19:02 +0000 2024,United Nations,288,61,3073,588603,5797107
272,Thu Apr 11 16:28:09 +0000 2024,United Nations,7,3,134,14530,49607
4547,Fri Apr 12 13:14:54 +0000 2024,United Nations,163,30,854,147817,1173849
4826,Thu Apr 11 22:07:01 +0000 2024,United Nations,111,50,821,95455,299121
388,Fri Apr 12 23:34:01 +0000 2024,United Nations,58,7,221,26550,17511
115,Mon Apr 08 14:23:50 +0000 2024,United Nations,4,0,51,4139,11954
443,Sat Apr 13 22:32:27 +0000 2024,United Nations,45,77,71,78188,57258
1085,Sun Apr 07 20:17:45 +0000 2024,United Nations,80,22,279,61230,387333
223,Fri Apr 12 22:31:50 +0000 2024,United Nations,13,1,84,3907,19949
1404,Thu Apr 11 09:38:53 +0000 2024,United Nations,27,5,180,13321,14099
631,Mon Apr 08 14:37:50 +0000 2024,United Nations,25,3,86,12610,27600
164,Sat Apr 06 17:17:18 +0000 2024,United Nations,150,18,75,15147,125212
407,Sat Apr 13 13:04:36 +0000 2024,United Nations,15,3,89,26207,99078
40,Thu Apr 11 19:16:41 +0000 2024,United Nations,2,1,59,4162,51489
3444,Wed Apr 10 09:37:46 +0000 2024,United Nations,110,28,1488,63790,162464
1414,Sat Apr 13 23:47:36 +0000 2024,United Nations,65,26,443,263455,171243
3418,Tue Apr 09 14:40:00 +0000 2024,United Nations,211,23,776,113817,2612014
564,Sat Apr 13 23:29:55 +0000 2024,United Nations,34,25,96,92462,1124195
1600,Sat Apr 13 22:26:04 +0000 2024,United Nations,36,4,249,44830,485633
505,Sun Apr 07 19:30:57 +0000 2024,United Nations,28,3,130,7506,52898
3585,Fri Apr 12 02:15:02 +0000 2024,United Nations,115,52,1071,50765,181048
463,Thu Apr 11 20:06:47 +0000 2024,United Nations,8,7,96,15357,542497
6997,Sat Apr 06 16:36:57 +0000 2024,United Nations,227,126,1451,179914,299120
1539,Sat Apr 13 21:03:01 +0000 2024,United Nations,39,18,556,28533,30845
119,Mon Apr 08 14:27:13 +0000 2024,United Nations,2,0,48,2349,19894
196,Sat Apr 06 16:49:54 +0000 2024,United Nations,17,1,78,10124,204842
977,Wed Apr 10 13:12:43 +0000 2024,United Nations,158,14,212,138368,473924
1364,Thu Apr 11 03:04:55 +0000 2024,United Nations,62,4,404,318614,1414839
180,Fri Apr 12 16:48:11 +0000 2024,United Nations,38,5,59,11555,138448
3869,Thu Apr 11 00:00:09 +0000 2024,United Nations,133,82,1456,251965,238884
2813,Wed Apr 10 15:55:54 +0000 2024,United Nations,85,16,489,90681,313957
396,Sun Apr 07 13:53:18 +0000 2024,United Nations,8,0,137,6627,61081
1462,Tue Apr 09 12:51:57 +0000 2024,United Nations,644,46,543,92495,80387
217,Thu Apr 11 20:37:19 +0000 2024,United Nations,13,7,111,5010,14740
32430,Fri Apr 12 23:27:55 +0000 2024,United Nations,764,635,18615,1256500,226687
318,Tue Apr 09 06:15:21 +0000 2024,United Nations,17,3,84,5897,341128
411,Sat Apr 13 23:55:59 +0000 2024,United Nations,2,1,127,17864,57258
382,Sat Apr 06 21:38:40 +0000 2024,United Nations,27,0,135,41068,2005627
1250,Tue Apr 09 19:06:53 +0000 2024,United Nations,77,23,722,36794,166280
214,Tue Apr 09 20:05:00 +0000 2024,United Nations,85,9,90,52134,16495179
327,Fri Apr 12 11:00:55 +0000 2024,United Nations,143,16,107,33595,41655
245,Fri Apr 12 19:00:10 +0000 2024,United Nations,11,3,192,7262,32479
281,Thu Apr 11 12:30:32 +0000 2024,United Nations,36,4,82,39929,4166
154,Wed Apr 10 14:59:23 +0000 2024,United Nations,10,3,59,3098,1583
1079,Sun Apr 07 06:30:01 +0000 2024,United Nations,15,3,195,81272,11603
296,Tue Apr 09 12:22:05 +0000 2024,United Nations,49,8,153,15824,407703
79,Thu Apr 11 18:02:13 +0000 2024,United Nations,2,1,53,1926,82211
744,Sat Apr 13 22:44:21 +0000 2024,United Nations,47,45,142,113055,145436
184,Thu Apr 11 14:21:33 +0000 2024,United Nations,6,3,51,9691,118886
209,Sun Apr 07 06:39:26 +0000 2024,United Nations,21,10,169,12042,512054
31,Sun Apr 07 16:54:39 +0000 2024,United Nations,3,1,61,1214,2310
2076,Sat Apr 06 21:35:24 +0000 2024,United Nations,77,10,195,59269,7510
710,Sat Apr 13 22:30:50 +0000 2024,United Nations,55,245,307,142594,512054
91,Sun Apr 07 08:45:03 +0000 2024,United Nations,11,2,86,1292,28369
145,Fri Apr 12 15:08:00 +0000 2024,United Nations,20,6,57,7799,253825
59,Thu Apr 11 18:24:29 +0000 2024,United Nations,7,0,58,1136,10785
219,Tue Apr 09 11:16:35 +0000 2024,United Nations,10,4,199,3126,16851
370,Fri Apr 12 22:06:00 +0000 2024,United Nations,89,10,120,60703,16495180
76,Thu Apr 11 20:32:33 +0000 2024,United Nations,8,1,100,2404,25547
994,Thu Apr 11 15:36:08 +0000 2024,United Nations,10,29,268,44049,50808
335,Mon Apr 08 13:05:46 +0000 2024,United Nations,38,5,65,15216,439643
866,Tue Apr 09 17:46:37 +0000 2024,United Nations,214,38,262,74109,275274
673,Sat Apr 13 23:50:10 +0000 2024,United Nations,41,16,191,903297,1414839
940,Mon Apr 08 03:45:26 +0000 2024,United Nations,87,5,228,11805,10302
347,Mon Apr 08 16:20:13 +0000 2024,United Nations,7,1,84,11415,249926
76,Sat Apr 13 22:53:09 +0000 2024,United Nations,8,3,80,4502,89997
206,Sun Apr 07 20:03:00 +0000 2024,United Nations,13,3,47,13275,56457
5493,Sat Apr 13 22:41:41 +0000 2024,United Nations,275,600,906,1553458,2827474
517,Wed Apr 10 13:17:32 +0000 2024,United Nations,9,2,52,33338,41728
222,Tue Apr 09 09:16:54 +0000 2024,Term Limits,53,1,214,3722,30773
593,Thu Apr 11 18:23:11 +0000 2024,Term Limits,30,18,338,7246,41324
356,Fri Apr 12 17:10:04 +0000 2024,Term Limits,19,3,248,7850,71191
950,Tue Apr 09 10:32:15 +0000 2024,Term Limits,36,18,409,19918,142978
1544,Fri Apr 12 23:51:48 +0000 2024,Term Limits,51,14,488,10321,164484
333,Thu Apr 11 22:24:47 +0000 2024,Term Limits,44,10,114,7974,7768
33160,Fri Apr 12 02:57:40 +0000 2024,Term Limits,491,332,5105,721303,386928
206,Mon Apr 08 17:45:09 +0000 2024,Term Limits,27,2,104,3496,64653
684,Fri Apr 12 16:01:49 +0000 2024,Term Limits,18,7,237,8140,138846
1952,Thu Apr 11 16:35:20 +0000 2024,Term Limits,1037,90,615,41353,76916
348,Fri Apr 12 19:35:57 +0000 2024,Term Limits,74,4,293,7427,153024
792,Fri Apr 12 03:03:46 +0000 2024,Term Limits,33,26,273,21504,48750
9363,Tue Apr 09 16:18:20 +0000 2024,Term Limits,1588,120,1493,122912,359744
342,Thu Apr 11 20:43:27 +0000 2024,Term Limits,11,8,100,13578,148935
1651,Sat Apr 13 12:00:14 +0000 2024,Term Limits,156,13,413,22454,1068358
2895,Fri Apr 12 13:23:18 +0000 2024,Term Limits,759,94,824,35579,82670
15818,Sat Apr 13 04:30:06 +0000 2024,Term Limits,100,37,385,687108,13357
192,Wed Apr 10 01:54:51 +0000 2024,Term Limits,24,4,152,5934,39773
407,Wed Apr 10 11:56:21 +0000 2024,Term Limits,58,6,83,11439,189278
58,Mon Apr 08 00:51:09 +0000 2024,Term Limits,3,0,53,2999,9594
247,Wed Apr 10 13:22:01 +0000 2024,Term Limits,16,3,256,6724,75909
1360,Tue Apr 09 21:23:26 +0000 2024,Term Limits,102,14,552,33997,1554171
2422,Fri Apr 12 14:36:03 +0000 2024,Term Limits,206,75,167,354268,366333
396,Wed Apr 10 17:21:27 +0000 2024,Term Limits,104,4,91,55451,3405874
556,Fri Apr 12 16:04:47 +0000 2024,Term Limits,9,0,71,11154,7155
138,Fri Apr 12 13:28:31 +0000 2024,Term Limits,18,4,92,5165,17298
129,Tue Apr 09 15:18:57 +0000 2024,Term Limits,10,1,43,1358,4781
209,Thu Apr 11 19:24:16 +0000 2024,Term Limits,15,3,226,7756,75909
1009,Sat Apr 06 16:24:43 +0000 2024,Term Limits,81,14,106,49719,187199
487,Tue Apr 09 05:55:49 +0000 2024,Term Limits,14,3,262,19651,45792
1506,Thu Apr 11 17:20:51 +0000 2024,Term Limits,63,14,196,48325,179058
263,Tue Apr 09 14:12:25 +0000 2024,Term Limits,6,5,93,25462,30712
1170,Wed Apr 10 16:48:31 +0000 2024,Term Limits,59,2,67,39739,4341
274,Thu Apr 11 16:51:08 +0000 2024,Term Limits,17,1,49,5504,6596
871,Tue Apr 09 17:32:09 +0000 2024,Term Limits,13,7,369,12242,509626
102,Wed Apr 10 13:52:53 +0000 2024,Term Limits,13,2,113,8571,82431
287,Tue Apr 09 19:16:05 +0000 2024,Term Limits,13,3,86,8232,509626
264,Wed Apr 10 18:37:47 +0000 2024,Term Limits,47,17,220,17589,382726
1400,Thu Apr 11 11:29:35 +0000 2024,Term Limits,104,14,326,63221,781739
693,Tue Apr 09 13:20:09 +0000 2024,Term Limits,155,56,65,93188,416431
62,Wed Apr 10 01:00:15 +0000 2024,Term Limits,5,0,50,1790,32195
507,Wed Apr 10 19:40:28 +0000 2024,Patriot Act,29,9,349,10674,81399
132,Sun Apr 07 16:10:32 +0000 2024,Patriot Act,0,0,73,48490,4806
448,Fri Apr 12 14:00:23 +0000 2024,Patriot Act,22,6,133,11699,142979
1777,Fri Apr 12 17:40:48 +0000 2024,Patriot Act,311,42,391,18467,72789
304,Fri Apr 12 01:52:54 +0000 2024,Patriot Act,117,11,64,8209,31627
7218,Wed Apr 10 14:32:27 +0000 2024,Patriot Act,113,45,1109,155545,631579
871,Fri Apr 12 09:33:34 +0000 2024,Patriot Act,13,0,51,18749,179275
1039,Fri Apr 12 23:45:50 +0000 2024,Patriot Act,29,8,206,37021,500579
274,Fri Apr 12 17:54:39 +0000 2024,Patriot Act,24,5,108,5840,13361
75,Wed Apr 10 20:12:01 +0000 2024,Patriot Act,3,0,49,1424,1548
415,Sat Apr 13 00:15:16 +0000 2024,Patriot Act,11,1,96,14889,373108
300,Fri Apr 12 15:32:30 +0000 2024,Patriot Act,24,1,92,10313,470770
483,Wed Apr 10 19:18:03 +0000 2024,Patriot Act,17,8,131,214272,500579
182,Wed Apr 10 22:59:06 +0000 2024,Patriot Act,11,1,164,7083,58291
144,Fri Apr 12 00:30:18 +0000 2024,Patriot Act,21,5,58,2240,27052
625,Sat Apr 13 13:56:47 +0000 2024,Patriot Act,45,7,139,27915,348865
98,Wed Apr 10 22:18:37 +0000 2024,Patriot Act,6,2,57,11224,98636
164,Wed Apr 10 21:56:00 +0000 2024,Patriot Act,10,5,69,12547,3158
636,Fri Apr 12 21:35:26 +0000 2024,Patriot Act,28,5,103,52312,332
344,Fri Apr 12 01:50:40 +0000 2024,Patriot Act,15,1,49,13558,228
1070,Fri Apr 12 17:55:49 +0000 2024,Patriot Act,34,39,440,234428,20827
1098,Fri Apr 12 02:54:21 +0000 2024,Patriot Act,32,63,644,494354,20827
200,Wed Apr 10 23:08:03 +0000 2024,Patriot Act,11,2,47,5990,2796
131,Fri Apr 12 21:58:21 +0000 2024,Patriot Act,3,5,69,40214,87924
315,Thu Apr 11 00:49:37 +0000 2024,Patriot Act,14,1,106,13382,15216
273,Thu Apr 11 21:20:49 +0000 2024,Medicaid,7,101,70,12934,580606
46,Wed Apr 10 10:35:22 +0000 2024,Medicaid,11,7,62,26868,342694
1155,Wed Apr 10 14:28:46 +0000 2024,Medicaid,6,29,527,32439,206474
1217,Thu Apr 11 21:16:17 +0000 2024,Medicaid,26,244,361,58496,1276839
4399,Thu Apr 11 18:15:53 +0000 2024,Medicaid,49,161,2393,122696,805069
357,Wed Apr 10 18:46:54 +0000 2024,Medicaid,6,17,59,52726,77773
219,Wed Apr 10 13:36:00 +0000 2024,Medicaid,6,12,130,4072,2176
169,Tue Apr 09 22:34:54 +0000 2024,Medicaid,2,7,48,5042,26980
240,Wed Apr 10 20:27:50 +0000 2024,Medicaid,2,7,111,3342,3982
578,Wed Apr 10 17:50:54 +0000 2024,Medicaid,19,27,332,15249,7462
607,Thu Apr 11 04:09:57 +0000 2024,Medicaid,25,61,176,132782,1286411
277,Sat Apr 13 09:51:44 +0000 2024,Medicaid,9,38,180,3901,73429
342,Fri Apr 12 04:25:50 +0000 2024,Medicaid,5,8,104,15642,3974
1649,Sun Apr 07 12:58:59 +0000 2024,Medicaid,42,53,1346,18155,162587
33,Fri Apr 12 13:54:52 +0000 2024,Medicaid,4,1,45,9628,32480
517,Fri Apr 12 23:38:01 +0000 2024,Medicaid,13,24,393,7402,135271
31,Thu Apr 11 18:39:58 +0000 2024,Medicaid,5,7,46,17987,32480
139,Wed Apr 10 17:58:44 +0000 2024,Medicaid,3,1,57,2383,4186
2268,Sat Apr 13 02:30:09 +0000 2024,Medicaid,9,20,649,64889,10238
254,Wed Apr 10 19:51:39 +0000 2024,Medicaid,10,7,179,5005,3398
11014,Sun Apr 07 17:03:00 +0000 2024,Medicaid,268,6274,2629,1014108,38054624
156,Fri Apr 12 22:09:59 +0000 2024,Medicaid,5,8,65,12050,9528
2266,Fri Apr 12 20:18:13 +0000 2024,Medicaid,24,343,614,211056,19816402
392,Thu Apr 11 15:22:27 +0000 2024,Medicaid,18,15,263,25871,20883
127,Fri Apr 12 01:04:52 +0000 2024,Medicaid,4,20,58,11110,80328
330,Tue Apr 09 22:37:22 +0000 2024,Medicaid,7,31,62,11107,6795
105,Thu Apr 11 13:06:01 +0000 2024,Medicaid,0,8,53,2685,1277
222,Tue Apr 09 20:29:33 +0000 2024,Medicaid,1,16,92,4654,4336
231,Fri Apr 12 22:07:10 +0000 2024,Medicaid,6,108,52,42723,3456107
212,Mon Apr 08 11:24:30 +0000 2024,Medicaid,2,3,134,5886,12432
375,Tue Apr 09 18:18:01 +0000 2024,Medicaid,1,33,116,9010,168210
741,Wed Apr 10 12:17:30 +0000 2024,Medicaid,25,63,365,44750,59693
450,Wed Apr 10 00:20:19 +0000 2024,Medicaid,5,78,133,4733,4500
3781,Thu Apr 11 23:55:45 +0000 2024,Medicaid,75,726,1006,207370,14467084
472,Fri Apr 12 16:19:13 +0000 2024,Medicaid,11,7,182,86351,51379
184,Fri Apr 12 14:48:25 +0000 2024,Medicaid,5,15,110,3697,8850
115,Thu Apr 11 11:57:30 +0000 2024,Medicaid,1,3,100,2418,7568
1391,Sun Apr 07 13:16:43 +0000 2024,Medicaid,5,38,179,23395,4084
79,Fri Apr 12 16:40:35 +0000 2024,Medicaid,8,6,68,84764,15984857
294,Sat Apr 13 17:02:00 +0000 2024,Medicaid,4,34,68,12116,57939
463,Wed Apr 10 13:34:03 +0000 2024,Medicaid,4,2,147,18359,80228
59,Sat Apr 13 20:31:24 +0000 2024,Medicaid,1,5,47,1445,16514
70,Wed Apr 10 16:12:31 +0000 2024,Medicaid,0,2,58,2206,669691
363,Fri Apr 12 19:09:16 +0000 2024,Medicaid,7,12,235,10110,6237
58,Wed Apr 10 17:00:00 +0000 2024,Medicaid,2,7,53,1576,5206
182,Wed Apr 10 15:04:05 +0000 2024,Medicaid,6,5,89,6625,21467
272,Wed Apr 10 21:27:56 +0000 2024,Medicaid,24,23,292,9172,105654
1544,Sun Apr 07 13:50:41 +0000 2024,Medicaid,25,33,1124,28891,136736
76,Mon Apr 08 23:58:31 +0000 2024,Medicaid,3,1,48,15100,32726
61,Fri Apr 12 14:32:32 +0000 2024,Medicaid,6,4,46,15067,20599
187,Sun Apr 07 18:14:18 +0000 2024,Medicaid,5,7,72,18195,26389
410,Sun Apr 07 20:35:00 +0000 2024,Medicaid,20,30,283,28688,316456
206,Thu Apr 11 17:44:56 +0000 2024,Medicaid,4,3,112,19215,129297
50,Thu Apr 11 14:19:24 +0000 2024,Medicaid,2,6,51,2315,11520
278,Wed Apr 10 03:17:41 +0000 2024,Medicaid,5,3,179,3475,24669
259,Tue Apr 09 17:04:00 +0000 2024,Medicaid,6,33,52,12288,57939
209,Tue Apr 09 13:40:00 +0000 2024,Medicaid,2,2,103,11032,129297
88,Sun Apr 07 14:22:24 +0000 2024,Medicaid,1,4,81,2445,11520
64,Wed Apr 10 13:20:38 +0000 2024,Medicaid,5,5,61,1477,23333
439,Sat Apr 06 20:02:00 +0000 2024,Medicaid,7,26,121,16102,57939
88,Mon Apr 08 19:22:36 +0000 2024,Medicaid,3,9,65,8267,28659
517,Mon Apr 08 13:03:07 +0000 2024,Medicaid,4,12,107,12555,603
130,Mon Apr 08 00:27:11 +0000 2024,Medicaid,2,7,70,3681,153270
200,Wed Apr 10 14:30:11 +0000 2024,Medicaid,1,2,70,1796,19526
102,Tue Apr 09 14:02:43 +0000 2024,Medicaid,0,9,75,2658,1741
102,Mon Apr 08 22:03:39 +0000 2024,Medicaid,1,3,52,32604,78936
179,Mon Apr 08 15:38:42 +0000 2024,Medicaid,1,11,84,2822,22078
147,Mon Apr 08 18:27:22 +0000 2024,Medicaid,2,3,66,10104,206474
723,Sat Apr 06 19:21:33 +0000 2024,Medicaid,12,36,96,86901,19720
254,Mon Apr 08 17:05:04 +0000 2024,Medicaid,8,6,146,38795,129297
78,Mon Apr 08 16:41:49 +0000 2024,Medicaid,1,2,63,18447,18048
78,Tue Apr 09 17:54:51 +0000 2024,Religious Freedom Act,1,20,82,1371,152
683,Wed Apr 03 01:49:02 +0000 2024,Religious Freedom Act,8,42,237,155727,27542
442,Thu Apr 11 11:13:10 +0000 2024,Religious Freedom Act,3,5,52,49435,5433
739,Thu Apr 11 18:59:34 +0000 2024,Criminal Voting,62,7,184,13657,122075
94,Sat Apr 13 20:46:53 +0000 2024,Criminal Voting,10,1,92,2756,66457
456,Thu Apr 04 02:35:29 +0000 2024,Criminal Voting,49,30,447,16806,8301
371,Sat Apr 13 01:37:03 +0000 2024,Criminal Voting,6,5,249,5341,61894
1057,Sat Apr 13 07:36:34 +0000 2024,Criminal Voting,20,10,471,8324,93593
463,Thu Apr 11 14:05:51 +0000 2024,Criminal Voting,46,7,266,4079,55394
99,Sat Apr 13 17:18:16 +0000 2024,Criminal Voting,20,1,57,2958,1738
362,Sat Apr 13 22:06:35 +0000 2024,Criminal Voting,9,0,51,3403,155348
527,Thu Apr 11 04:26:40 +0000 2024,Criminal Voting,42,11,171,24851,580132
14925,Tue Apr 09 00:35:50 +0000 2024,Criminal Voting,158,112,4967,407897,1692860
128,Thu Apr 11 15:26:09 +0000 2024,Criminal Voting,15,2,116,1806,4177
169,Tue Apr 02 18:21:13 +0000 2024,Criminal Voting,7,3,108,4213,48753
150,Thu Apr 11 10:35:29 +0000 2024,Criminal Voting,17,3,101,3718,6251
4402,Sat Apr 06 18:59:16 +0000 2024,Criminal Voting,1427,58,763,63120,58336
187,Thu Apr 04 04:43:30 +0000 2024,Criminal Voting,6,3,79,5518,141349
693,Wed Apr 03 14:29:16 +0000 2024,Criminal Voting,57,8,347,15874,168210
414,Wed Apr 10 10:23:56 +0000 2024,Criminal Voting,3,1,46,10120,31404
188,Mon Apr 08 21:20:55 +0000 2024,Criminal Voting,6,2,47,6931,1901
137,Mon Apr 08 03:12:25 +0000 2024,Criminal Voting,4,3,95,5933,29025
301,Mon Apr 01 23:54:49 +0000 2024,Farm Subsidies,4,14,160,20483,7349
112632,Sat Apr 13 21:39:48 +0000 2024,Israel,234,305,40807,1524060,13848
141045,Sat Apr 13 23:30:59 +0000 2024,Israel,1097,2230,42956,5773807,585599
308352,Sat Apr 13 23:09:10 +0000 2024,Israel,9911,1554,39353,14927265,2612274
153813,Sat Apr 13 22:21:11 +0000 2024,Israel,6164,1000,27305,6300157,2612274
10960,Fri Apr 12 19:57:25 +0000 2024,Israel,569,207,2859,1123427,500837
53701,Fri Apr 12 07:50:02 +0000 2024,Israel,1243,723,25380,864382,1260105
46908,Wed Apr 10 08:00:08 +0000 2024,Israel,1344,578,23807,893480,226697
28565,Sat Apr 13 21:08:34 +0000 2024,Israel,760,183,6136,716173,2518069
96424,Sat Apr 13 23:17:16 +0000 2024,Israel,2949,1244,17310,9764702,2612274
62776,Sat Apr 13 14:26:02 +0000 2024,Israel,478,386,16092,2573957,1025148
90885,Fri Apr 12 11:17:51 +0000 2024,Israel,1277,573,26997,2087663,1260105
22532,Sat Apr 13 21:12:35 +0000 2024,Israel,547,118,4965,455521,1537049
13754,Sat Apr 13 21:28:26 +0000 2024,Israel,484,82,3422,289161,2523448
3986,Sat Apr 13 20:11:02 +0000 2024,Israel,12,136,868,1371696,6600
463,Mon Apr 08 08:15:20 +0000 2024,Israel,220,49,151,172381,5582
27105,Sat Apr 13 21:40:50 +0000 2024,Israel,313,405,3962,1285118,3357
52188,Fri Apr 12 21:30:29 +0000 2024,Israel,842,648,26910,1116037,209588
86963,Sat Apr 13 20:35:48 +0000 2024,Israel,132,169,17352,1050932,615
16326,Sat Apr 13 20:43:25 +0000 2024,Israel,38,30,3451,194399,1694
330,Fri Apr 12 20:50:37 +0000 2024,Israel,4,6,116,41283,4807
62444,Sat Apr 13 20:55:10 +0000 2024,Israel,1079,302,19750,1623945,585599
210861,Sat Apr 13 22:22:01 +0000 2024,Israel,5331,7214,41832,20241653,2612274
924,Sat Apr 13 22:29:38 +0000 2024,Israel,91,7,345,11658,38760
14421,Sat Apr 13 22:33:11 +0000 2024,Israel,1270,214,3687,669743,231404
10815,Sat Apr 13 21:03:03 +0000 2024,Israel,647,132,3563,361970,216371
40526,Sat Apr 13 22:02:15 +0000 2024,Israel,445,214,11943,572969,63827
60988,Sat Apr 13 20:46:18 +0000 2024,Israel,199,403,18174,1066599,1615
