likeCount,createdAt,searchTerm,replyCount,quoteCount,retweetCount,viewCount,followersCount
918,Sun Apr 07 15:29:43 +0000 2024,Minimum Wage,73,2,60,118996,22784
294,Mon Apr 08 13:07:18 +0000 2024,Minimum Wage,39,4,79,180240,2871
204241,Sat Apr 13 20:51:11 +0000 2024,Terrorism,5660,686,22078,4942816,2611411
23947,Tue Apr 09 07:59:00 +0000 2024,Terrorism,865,236,14649,243505,490108
34131,Sat Apr 13 17:25:32 +0000 2024,Terrorism,808,583,23061,852293,585564
21411,Sat Apr 13 07:59:00 +0000 2024,Terrorism,397,191,13524,290099,490108
143,Wed Apr 10 03:13:54 +0000 2024,Terrorism,8,7,79,6601,569
35146,Fri Apr 12 15:46:32 +0000 2024,Terrorism,561,394,23801,721593,585564
73852,Sat Apr 06 18:00:00 +0000 2024,Terrorism,3211,311,7499,1728969,2611411
642,Mon Apr 08 05:33:05 +0000 2024,Terrorism,52,37,695,16344,22875
5151,Sat Apr 13 07:42:28 +0000 2024,Terrorism,201,59,2000,91538,171986
759,Fri Apr 12 09:55:47 +0000 2024,Terrorism,0,97,715,20092,83255
249,Sat Apr 13 09:42:13 +0000 2024,Terrorism,15,3,53,4731,7229
309,Sat Apr 13 17:51:37 +0000 2024,Terrorism,27,2,77,16637,670
1609,Sat Apr 13 20:28:18 +0000 2024,Terrorism,205,12,208,40506,65257
4084,Fri Apr 12 07:10:15 +0000 2024,Terrorism,219,71,2341,46327,1260025
12309,Sat Apr 13 15:56:07 +0000 2024,Terrorism,149,28,3662,216918,125082
1607,Mon Apr 08 08:48:39 +0000 2024,Terrorism,1,4,495,34105,43717
236,Fri Apr 12 05:46:36 +0000 2024,Terrorism,9,3,59,4341,22897
254,Sat Apr 13 21:18:27 +0000 2024,Terrorism,29,12,142,37411,693223
2069,Fri Apr 12 03:40:00 +0000 2024,Terrorism,113,101,1750,38943,219232
18020,Sat Apr 13 17:08:36 +0000 2024,Terrorism,89,54,4232,281925,393978
12379,Fri Apr 12 20:34:58 +0000 2024,Terrorism,923,83,7345,151936,453523
198,Thu Apr 11 06:22:00 +0000 2024,Terrorism,23,3,66,21359,551852
5508,Sat Apr 13 23:43:10 +0000 2024,Terrorism,1070,45,903,119689,13715
27044,Mon Apr 08 00:40:00 +0000 2024,Terrorism,831,99,2311,579474,2611412
45690,Sat Apr 13 14:49:10 +0000 2024,Terrorism,1103,562,19905,1435328,490106
18626,Mon Apr 08 20:08:29 +0000 2024,Terrorism,1249,395,7550,568364,209560
6157,Wed Apr 10 11:46:25 +0000 2024,Terrorism,51,6,1269,56587,1230581
24605,Sat Apr 13 20:46:42 +0000 2024,Terrorism,12114,589,2436,849737,36503
3127,Sat Apr 13 11:49:38 +0000 2024,Terrorism,563,39,892,73477,34563
287,Wed Apr 10 09:55:59 +0000 2024,Terrorism,6,5,110,5498,7091
207,Thu Apr 11 06:15:00 +0000 2024,Terrorism,4,3,59,5225,11194
3366,Thu Apr 11 17:43:14 +0000 2024,Terrorism,116,54,1418,65572,5409
143,Sat Apr 13 21:31:55 +0000 2024,Terrorism,94,7,272,9422,5196
106,Sun Apr 07 02:54:49 +0000 2024,Terrorism,22,5,58,9899,5230
150,Thu Apr 11 17:55:17 +0000 2024,Terrorism,1,3,66,2600,53138
681,Thu Apr 11 15:19:15 +0000 2024,Terrorism,44,6,217,12116,97121
23535,Wed Apr 10 19:05:30 +0000 2024,Terrorism,1341,136,7950,586222,125815
662,Tue Apr 09 03:30:10 +0000 2024,Terrorism,27,13,222,13034,100679
13511,Tue Apr 09 07:45:34 +0000 2024,Terrorism,169,109,4156,843441,393978
1867,Sat Apr 13 20:15:13 +0000 2024,Terrorism,47,82,1599,84649,134818
6227,Sat Apr 13 16:33:59 +0000 2024,Terrorism,343,78,1767,266557,159577
187,Tue Apr 09 17:01:14 +0000 2024,Terrorism,6,13,59,7127,138022
1206,Wed Apr 10 20:36:11 +0000 2024,Terrorism,38,9,474,26605,30497
4326,Sat Apr 13 19:20:40 +0000 2024,Terrorism,1,48,981,211637,1035817
13005,Wed Apr 10 05:01:49 +0000 2024,Terrorism,298,52,4591,297591,2611412
460,Thu Apr 11 18:31:38 +0000 2024,Terrorism,29,6,174,16240,24044
1917,Tue Apr 09 16:55:15 +0000 2024,Terrorism,117,49,1021,65465,414337
3305,Tue Apr 09 18:18:03 +0000 2024,Terrorism,135,31,1266,32570,295532
315,Thu Apr 11 15:39:38 +0000 2024,Terrorism,14,6,179,8433,51104
5444,Sat Apr 13 11:15:19 +0000 2024,Terrorism,114,39,2983,72721,61046
1072,Thu Apr 11 19:08:25 +0000 2024,Terrorism,186,44,562,24164,126286
342,Sat Apr 13 11:05:34 +0000 2024,Terrorism,419,32,146,60696,5759
630,Sat Apr 13 15:18:32 +0000 2024,Terrorism,38,6,344,11868,193971
140,Sat Apr 13 12:26:28 +0000 2024,Terrorism,6,1,108,2864,1382
2260,Sat Apr 13 20:55:13 +0000 2024,Terrorism,372,11,213,59633,75463
133,Fri Apr 12 16:28:14 +0000 2024,Terrorism,13,11,114,36558,16935
3420,Sun Apr 07 16:20:52 +0000 2024,Terrorism,500,73,574,164049,2316452
12302,Sun Apr 07 03:15:34 +0000 2024,Terrorism,578,93,3552,443819,28459
6288,Sat Apr 13 18:38:11 +0000 2024,Terrorism,156,26,1662,128494,660780
14388,Sat Apr 13 23:14:05 +0000 2024,Terrorism,1254,85,1719,924733,1589
5584,Sat Apr 13 20:37:54 +0000 2024,Terrorism,256,26,2053,658887,166260
13297,Sat Apr 13 20:08:03 +0000 2024,Terrorism,43,6,426,93649,370
14856,Thu Apr 11 21:04:03 +0000 2024,Terrorism,133,24,3885,312985,9315
45265,Fri Apr 12 05:15:40 +0000 2024,Terrorism,174,43,12589,693957,166042
2673,Tue Apr 09 19:46:44 +0000 2024,Terrorism,56,34,1302,34678,186487
233,Wed Apr 10 13:10:14 +0000 2024,Terrorism,36,4,51,5180,36880
151,Fri Apr 12 12:13:39 +0000 2024,Terrorism,11,11,115,13628,1554
2345,Wed Apr 10 21:37:00 +0000 2024,Terrorism,127,69,940,41104,27898
2602,Sat Apr 06 14:43:10 +0000 2024,Terrorism,199,28,581,76760,35703
18935,Tue Apr 09 23:03:53 +0000 2024,Terrorism,581,423,8042,1094981,500804
178,Tue Apr 09 18:19:02 +0000 2024,Terrorism,9,8,122,6381,30845
745,Sat Apr 06 20:19:20 +0000 2024,Terrorism,42,5,231,37737,111397
875,Fri Apr 12 16:43:45 +0000 2024,Terrorism,120,7,143,21423,20145
1490,Fri Apr 12 17:37:27 +0000 2024,Terrorism,18,2,278,21509,114148
4109,Thu Apr 11 14:11:58 +0000 2024,Terrorism,82,11,147,178027,236549
300,Tue Apr 09 23:10:14 +0000 2024,Terrorism,11,3,204,9033,4614
459,Tue Apr 09 11:40:36 +0000 2024,Terrorism,10,3,313,4912,9323
3518,Sun Apr 07 11:54:57 +0000 2024,Terrorism,80,33,496,214485,7311
4092,Thu Apr 11 16:54:48 +0000 2024,Terrorism,27,50,1396,152487,51773
4310,Mon Apr 08 09:13:07 +0000 2024,Terrorism,225,95,2277,205674,30777
15406,Sat Apr 13 15:35:02 +0000 2024,Terrorism,3267,479,5085,978526,176880
525,Sat Apr 13 12:54:34 +0000 2024,Terrorism,179,12,138,12931,1877
609,Wed Apr 10 20:19:14 +0000 2024,Terrorism,0,9,96,11905,2805
539,Sat Apr 06 19:39:21 +0000 2024,Terrorism,51,43,259,56632,13031
7429,Sun Apr 07 05:06:36 +0000 2024,Terrorism,62,101,800,318431,1033
2151,Sat Apr 06 20:43:25 +0000 2024,Terrorism,269,89,782,280745,11294
1309,Sat Apr 13 21:29:34 +0000 2024,Terrorism,42,3,87,51836,30483
109,Tue Apr 09 03:34:54 +0000 2024,Terrorism,21,7,63,4990,25213
357,Mon Apr 08 12:30:25 +0000 2024,Terrorism,9,1,178,9830,21796970
1397,Sat Apr 13 00:58:29 +0000 2024,Terrorism,36,6,449,31018,453416
152,Fri Apr 12 07:32:22 +0000 2024,Terrorism,2,4,91,4184,1017644
2858,Sat Apr 13 05:09:06 +0000 2024,Terrorism,35,0,319,43788,203422
603,Sat Apr 13 17:11:36 +0000 2024,Terrorism,178,8,105,32064,681
103,Sun Apr 07 23:18:30 +0000 2024,Terrorism,0,6,58,5497,1760
14436,Sat Apr 13 14:28:30 +0000 2024,Terrorism,285,54,2033,295777,4859
9278,Sat Apr 13 20:13:48 +0000 2024,Terrorism,989,38,804,281271,172176
239,Wed Apr 10 14:43:49 +0000 2024,Terrorism,3,3,83,2494,83033
1517,Sat Apr 06 06:38:51 +0000 2024,Terrorism,358,35,439,107452,572604
193,Sat Apr 13 12:22:46 +0000 2024,Terrorism,17,6,136,2936,9429
480,Sat Apr 06 16:59:34 +0000 2024,Terrorism,39,59,368,289578,1157
1679,Sat Apr 13 23:58:58 +0000 2024,Terrorism,91,5,178,30553,211320
2197,Sat Apr 13 11:06:48 +0000 2024,Terrorism,996,109,324,642839,25290
370,Thu Apr 11 11:48:15 +0000 2024,Terrorism,12,1,136,13342,623183
485,Sat Apr 13 15:23:33 +0000 2024,Terrorism,45,12,289,7442,7873
377,Sat Apr 13 16:08:12 +0000 2024,Terrorism,15,5,88,13381,143687
9607,Fri Apr 12 05:38:36 +0000 2024,Terrorism,980,123,4248,214166,877020
3076,Sat Apr 13 10:47:46 +0000 2024,Terrorism,163,60,2085,82364,171986
1325,Sat Apr 06 09:23:55 +0000 2024,Terrorism,2,0,625,29512,7504
1649,Thu Apr 11 01:10:26 +0000 2024,Terrorism,134,36,494,205097,1463117
118,Fri Apr 12 05:39:14 +0000 2024,Terrorism,9,3,87,17677,3208
1592,Sat Apr 06 12:47:18 +0000 2024,Terrorism,158,25,652,26697,73328
822,Sat Apr 13 22:50:26 +0000 2024,Terrorism,311,10,96,42165,2440
644,Sat Apr 13 22:53:44 +0000 2024,Terrorism,25,5,194,32390,1249316
248,Tue Apr 09 23:57:20 +0000 2024,Terrorism,93,14,115,24104,43579
648,Tue Apr 09 15:27:36 +0000 2024,Terrorism,59,69,636,9252,83255
1341,Sat Apr 13 08:33:15 +0000 2024,Terrorism,160,12,130,41762,73957
2039,Sat Apr 13 13:02:50 +0000 2024,Terrorism,36,20,913,179318,28615
952,Fri Apr 12 18:39:36 +0000 2024,Terrorism,104,24,328,66488,372233
213,Sun Apr 07 12:31:47 +0000 2024,Climate Change,13,4,107,5812,30420
1348,Sat Apr 13 03:47:51 +0000 2024,Climate Change,47,26,482,74120,1757647
76,Sat Apr 13 07:31:12 +0000 2024,Climate Change,4,5,49,1155,54287
717,Tue Apr 09 15:44:09 +0000 2024,Climate Change,66,32,439,18507,224399
6731,Sat Apr 13 15:01:11 +0000 2024,Climate Change,6,215,4067,239016,25303
6705,Fri Apr 12 20:51:10 +0000 2024,Climate Change,273,123,2776,443369,284920
1494,Mon Apr 08 07:06:19 +0000 2024,Climate Change,167,29,584,23862,454242
11038,Sat Apr 06 12:18:15 +0000 2024,Climate Change,200,219,5091,243233,407663
6039,Tue Apr 09 16:09:09 +0000 2024,Climate Change,696,39,681,112840,594618
143,Sat Apr 13 20:39:05 +0000 2024,Climate Change,5,2,60,1362,60160
209805,Sun Apr 07 12:04:01 +0000 2024,Climate Change,70,65,49559,3627426,2317
273,Sat Apr 13 13:53:00 +0000 2024,Climate Change,53,11,281,4097,29346
10549,Fri Apr 12 12:02:35 +0000 2024,Climate Change,726,326,5539,269504,674332
692,Sat Apr 13 15:41:34 +0000 2024,Climate Change,4,5,454,46276,77920
22827,Mon Apr 08 20:05:04 +0000 2024,Climate Change,9428,1197,4166,1909196,2316464
161,Mon Apr 08 17:48:58 +0000 2024,Climate Change,179,35,69,53775,395445
239,Sat Apr 13 17:23:37 +0000 2024,Climate Change,31,4,96,13912,79314
8806,Sat Apr 13 12:07:43 +0000 2024,Climate Change,502,58,1654,410997,1134517
7319,Sat Apr 13 08:45:03 +0000 2024,Climate Change,183,101,2672,149339,11822
10922,Thu Apr 11 18:47:23 +0000 2024,Climate Change,8,7,5920,238534,5762
1833,Wed Apr 10 07:15:39 +0000 2024,Climate Change,92,59,459,134205,73606
542,Sat Apr 13 13:02:08 +0000 2024,Climate Change,73,0,95,6546,32349
8826,Thu Apr 11 12:25:54 +0000 2024,Climate Change,4854,1519,4443,1471809,407664
98419,Mon Apr 08 14:57:39 +0000 2024,Climate Change,160,346,18514,1855003,51562
7836,Sat Apr 06 09:44:02 +0000 2024,Climate Change,169,72,1761,341488,606272
8900,Fri Apr 12 09:46:07 +0000 2024,Climate Change,466,316,5739,296349,407664
617,Sun Apr 07 10:01:43 +0000 2024,Climate Change,33,12,275,10743,60977
11936,Mon Apr 08 10:08:45 +0000 2024,Climate Change,207,179,5617,561175,407664
5675,Mon Apr 08 03:17:42 +0000 2024,Climate Change,551,181,3269,150214,414338
115,Tue Apr 09 19:01:40 +0000 2024,Climate Change,40,8,62,4288,11092
92381,Mon Apr 08 22:45:03 +0000 2024,Climate Change,862,133,5314,1596700,27508
747,Sat Apr 13 09:06:16 +0000 2024,Climate Change,74,6,260,12460,2157
394,Thu Apr 11 03:44:32 +0000 2024,Climate Change,76,29,307,25297,54287
856,Wed Apr 10 10:28:19 +0000 2024,Climate Change,53,12,217,13096,134365
175,Sat Apr 13 09:20:13 +0000 2024,Climate Change,3,5,74,7393,109558
882,Wed Apr 10 18:51:08 +0000 2024,Climate Change,219,19,419,16280,106872
4385,Tue Apr 09 16:31:37 +0000 2024,Climate Change,3,5,1041,52070,112412
1313,Thu Apr 11 19:17:23 +0000 2024,Climate Change,68,37,255,552729,3728829
23620,Fri Apr 12 18:20:03 +0000 2024,Climate Change,69,86,3183,527953,2556
2433,Mon Apr 08 16:00:32 +0000 2024,Climate Change,203,40,950,65922,25900
16400,Sun Apr 07 21:19:40 +0000 2024,Climate Change,1012,457,9444,641941,674332
83,Mon Apr 08 20:07:35 +0000 2024,Climate Change,7,6,63,4946,37970
200,Tue Apr 09 10:45:16 +0000 2024,Climate Change,5,6,100,12475,45863
8782,Thu Apr 11 14:26:43 +0000 2024,Climate Change,1359,448,3811,1689461,1414722
372,Sat Apr 13 10:24:10 +0000 2024,Climate Change,53,28,207,37790,1890
143,Thu Apr 11 17:56:56 +0000 2024,Climate Change,8,2,57,6328,193825
186,Fri Apr 12 09:39:00 +0000 2024,Climate Change,10,5,86,9338,172343
880,Wed Apr 10 15:34:47 +0000 2024,Climate Change,212,19,146,11053,6979
51,Wed Apr 10 16:52:25 +0000 2024,Climate Change,21,10,49,2512,30246
8075,Sat Apr 13 12:19:14 +0000 2024,Climate Change,24,7,2072,164052,9636
113,Fri Apr 12 14:52:08 +0000 2024,Climate Change,3,1,54,1729,539
1830,Wed Apr 10 13:22:56 +0000 2024,Climate Change,35,55,1081,41906,407664
1537,Mon Apr 08 03:22:01 +0000 2024,Climate Change,253,38,949,47177,224399
104,Tue Apr 09 16:50:00 +0000 2024,Climate Change,27,19,48,48206,25727098
314,Tue Apr 09 23:52:27 +0000 2024,Climate Change,182,21,173,8541,35245
4016,Wed Apr 10 11:55:58 +0000 2024,Climate Change,499,175,2742,259110,407664
355,Tue Apr 09 13:45:12 +0000 2024,Climate Change,30,3,173,6675,60977
972,Wed Apr 10 01:53:05 +0000 2024,Climate Change,63,14,190,14997,194720
1288,Sat Apr 06 14:38:08 +0000 2024,Climate Change,103,34,686,28104,127669
798,Sun Apr 07 06:54:16 +0000 2024,Climate Change,25,26,487,21794,58201
416,Fri Apr 12 22:08:01 +0000 2024,Climate Change,26,1,139,16013,243216
1546,Sat Apr 06 22:14:44 +0000 2024,Climate Change,1033,203,781,262285,183143
644,Wed Apr 10 10:56:22 +0000 2024,Climate Change,29,7,206,36297,1757647
36416,Tue Apr 09 01:49:02 +0000 2024,Climate Change,1229,283,5311,870547,2137799
17968,Mon Apr 08 19:40:48 +0000 2024,Climate Change,6035,1679,2522,4330674,3033020
28720,Fri Apr 12 05:48:22 +0000 2024,Climate Change,97,66,6562,1113122,95388
770,Tue Apr 09 17:18:16 +0000 2024,Climate Change,121,45,402,92985,4131120
389,Tue Apr 09 19:33:55 +0000 2024,Climate Change,30,2,137,6540,77402
1109,Fri Apr 12 06:11:13 +0000 2024,Climate Change,55,17,346,31290,56355
2677,Wed Apr 10 08:55:59 +0000 2024,Climate Change,71,50,1618,93282,284920
2468,Mon Apr 08 23:32:04 +0000 2024,Climate Change,445,51,1036,65836,224399
440,Sun Apr 07 15:41:19 +0000 2024,Climate Change,102,6,187,7544,14757
195,Sun Apr 07 02:01:27 +0000 2024,Climate Change,34,8,77,10830,196326
1263,Sat Apr 13 17:46:13 +0000 2024,Climate Change,48,8,248,26017,674332
2577,Sat Apr 06 23:21:00 +0000 2024,Climate Change,35,11,506,68220,118613
2542,Wed Apr 10 11:36:31 +0000 2024,Climate Change,256,80,814,294724,1414724
207,Sat Apr 13 13:17:09 +0000 2024,Climate Change,6,1,65,3169,72126
545,Tue Apr 09 14:23:02 +0000 2024,Climate Change,52,4,159,7664,7976
181,Mon Apr 08 22:43:48 +0000 2024,Climate Change,9,3,51,4376,34123
17089,Wed Apr 10 04:42:28 +0000 2024,Climate Change,280,171,5198,870897,4670
6532,Mon Apr 08 19:18:52 +0000 2024,Climate Change,1369,273,758,609718,2482082
417,Sat Apr 13 17:51:44 +0000 2024,Climate Change,3,3,133,19108,5502
128,Sun Apr 07 02:11:12 +0000 2024,Climate Change,8,2,46,3390,27801
1201,Sat Apr 06 11:44:02 +0000 2024,Climate Change,1392,227,252,766373,85063
288,Sat Apr 13 21:03:55 +0000 2024,Climate Change,110,12,191,18419,61529
119,Sat Apr 13 22:00:00 +0000 2024,Climate Change,1,1,58,4592,202454
1266,Fri Apr 12 02:36:46 +0000 2024,Climate Change,28,66,314,1133252,69441
576,Thu Apr 11 14:29:07 +0000 2024,Climate Change,40,13,249,28174,172343
3397,Sat Apr 06 18:15:36 +0000 2024,Climate Change,77,20,841,46496,151572
3093,Fri Apr 12 01:51:58 +0000 2024,Climate Change,163,53,1565,39974,166260
584,Thu Apr 11 14:15:55 +0000 2024,Climate Change,74,37,428,49099,25590
1275,Thu Apr 11 15:17:34 +0000 2024,Climate Change,5,3,303,56741,8459
1362,Sat Apr 13 17:42:05 +0000 2024,Climate Change,22,11,591,27686,159577
1733,Wed Apr 10 14:29:55 +0000 2024,Climate Change,25,16,494,36801,27467
393,Fri Apr 12 22:55:09 +0000 2024,Climate Change,14,8,283,4598,11012
2008,Thu Apr 11 15:08:19 +0000 2024,Climate Change,105,33,920,27863,414338
372,Sat Apr 13 21:32:29 +0000 2024,Climate Change,79,5,124,10426,36139
103,Sun Apr 07 00:17:01 +0000 2024,Climate Change,22,7,55,2275,9306
408,Tue Apr 09 16:10:27 +0000 2024,Climate Change,1105,125,76,314970,17490
16332,Mon Apr 08 18:58:41 +0000 2024,Climate Change,692,248,4648,682607,3033020
25579,Tue Apr 09 00:18:14 +0000 2024,Climate Change,4107,289,4053,655539,70316
1447,Thu Apr 11 06:57:07 +0000 2024,Climate Change,141,27,343,46067,27908
271,Mon Apr 08 10:13:59 +0000 2024,Climate Change,105,8,61,38365,2214
189,Thu Apr 11 16:36:50 +0000 2024,Climate Change,13,3,107,3974,3048
545,Fri Apr 12 13:14:58 +0000 2024,Climate Change,48,44,270,72154,223400
375,Thu Apr 11 11:26:51 +0000 2024,Climate Change,332,58,180,50868,407664
164,Sat Apr 06 17:17:18 +0000 2024,Climate Change,150,18,75,15147,125208
145,Sat Apr 13 07:00:00 +0000 2024,Climate Change,2,5,66,6696,202454
367,Mon Apr 08 20:17:57 +0000 2024,Climate Change,312,32,122,13866,51041
131,Sat Apr 13 12:49:58 +0000 2024,Climate Change,11,3,98,3326,7622
364,Sat Apr 06 07:08:00 +0000 2024,Climate Change,18,5,129,6298,201252
86,Wed Apr 10 05:27:11 +0000 2024,Climate Change,4,1,49,991,12289
1370,Sun Apr 07 21:03:33 +0000 2024,Climate Change,421,102,801,94050,284920
1431,Mon Apr 08 15:24:18 +0000 2024,Climate Change,2213,48,216,44513,4096
947,Fri Apr 12 17:18:28 +0000 2024,Climate Change,90,5,135,15445,66808
111,Thu Apr 11 23:16:48 +0000 2024,Climate Change,3,5,54,1748,16435
242,Tue Apr 09 08:54:44 +0000 2024,Climate Change,8,6,104,20140,36156
654,Mon Apr 08 20:44:14 +0000 2024,Climate Change,1774,133,220,68632,148931
175,Fri Apr 12 00:14:39 +0000 2024,Student Loans,7,5,91,5080,61806
314,Wed Apr 10 16:58:38 +0000 2024,Student Loans,52,11,127,6338,68715
16963,Mon Apr 08 23:40:23 +0000 2024,Student Loans,4257,723,3245,10207355,179856
2174,Wed Apr 10 06:12:48 +0000 2024,Student Loans,147,54,1352,46267,164432
1435,Sat Apr 13 03:16:42 +0000 2024,Student Loans,4,6,103,16190,554
2967,Fri Apr 12 17:00:44 +0000 2024,Student Loans,73,61,1618,113671,195782
2469,Sat Apr 06 14:16:19 +0000 2024,Student Loans,85,32,1001,24465,81827
5096,Fri Apr 12 03:05:59 +0000 2024,Student Loans,191,80,890,936712,12037
20326,Mon Apr 08 22:27:44 +0000 2024,Student Loans,84,152,755,546524,1355
211,Wed Apr 10 20:51:54 +0000 2024,Student Loans,6,3,60,13328,4186
5813,Tue Apr 09 02:23:33 +0000 2024,Student Loans,2602,205,3037,574189,1217472
4348,Sat Apr 13 18:00:00 +0000 2024,Student Loans,472,34,601,238762,191804
1149,Fri Apr 12 15:11:53 +0000 2024,Student Loans,228,9,171,34796,457740
3063,Wed Apr 10 19:41:17 +0000 2024,Student Loans,264,15,455,78666,2523418
1290,Thu Apr 11 15:29:14 +0000 2024,Student Loans,169,33,120,52807,5939
30810,Fri Apr 12 20:58:09 +0000 2024,Student Loans,3660,317,7452,792541,491448
24543,Tue Apr 09 10:48:42 +0000 2024,Student Loans,1771,159,2766,770867,594622
727,Wed Apr 10 12:53:14 +0000 2024,Student Loans,263,14,88,38784,5150
490,Wed Apr 10 02:20:53 +0000 2024,Student Loans,44,18,440,13197,295532
276,Tue Apr 09 05:09:49 +0000 2024,Student Loans,69,5,84,26334,9927
2623,Sat Apr 13 06:08:36 +0000 2024,Student Loans,35,54,1234,68914,56017
9688,Fri Apr 12 11:49:00 +0000 2024,Student Loans,436,163,4967,437172,166260
677,Tue Apr 09 22:53:36 +0000 2024,Student Loans,76,2,121,15779,594622
559,Fri Apr 12 14:07:09 +0000 2024,Student Loans,131,12,150,20320,95293
5322,Mon Apr 08 21:55:14 +0000 2024,Student Loans,600,111,1914,463307,437479
1528,Sat Apr 13 19:24:37 +0000 2024,Student Loans,4011,466,249,1328955,4214
11126,Fri Apr 12 12:27:38 +0000 2024,Student Loans,3090,84,894,250874,2711
1258,Wed Apr 10 18:22:25 +0000 2024,Student Loans,59,10,362,13619,142969
4242,Thu Apr 11 20:35:33 +0000 2024,Student Loans,80,11,665,151013,445998
2028,Tue Apr 09 21:25:59 +0000 2024,Student Loans,496,39,219,49952,26095
549,Wed Apr 10 13:02:38 +0000 2024,Student Loans,78,5,65,22965,54497
2876,Wed Apr 10 09:23:20 +0000 2024,Student Loans,2,13,252,61768,3305
321,Fri Apr 12 19:01:00 +0000 2024,Student Loans,77,5,131,3367,17592
929,Fri Apr 12 19:33:00 +0000 2024,Student Loans,22,14,318,44556,175426
6971,Sat Apr 13 16:34:51 +0000 2024,Student Loans,435,19,1742,160387,288351
179,Sat Apr 13 20:06:22 +0000 2024,Student Loans,26,2,137,5049,19678
511,Wed Apr 10 11:05:01 +0000 2024,Student Loans,39,13,398,9824,90981
367,Thu Apr 11 21:00:28 +0000 2024,Student Loans,38,4,69,32600,325690
7223,Mon Apr 08 18:44:31 +0000 2024,Student Loans,98,46,1284,232282,122211
15276,Mon Apr 08 21:07:37 +0000 2024,Student Loans,19393,720,2021,924633,2153
3934,Sat Apr 06 16:15:38 +0000 2024,Student Loans,224,60,572,448089,357148
1519,Wed Apr 10 12:49:00 +0000 2024,Student Loans,52,7,102,52865,30107
659,Wed Apr 10 13:12:18 +0000 2024,Student Loans,43,5,191,6671,12671
201,Fri Apr 12 21:00:05 +0000 2024,Student Loans,29,5,75,8860,474828
173,Fri Apr 12 15:36:44 +0000 2024,Student Loans,119,5,50,3961,172237
3483,Thu Apr 11 20:47:00 +0000 2024,Student Loans,204,20,475,126393,43471
2915,Mon Apr 08 18:41:51 +0000 2024,Student Loans,187,28,676,43136,286799
473,Thu Apr 11 18:40:55 +0000 2024,Student Loans,27,5,87,14355,28751
960,Sat Apr 13 14:10:35 +0000 2024,Student Loans,42,5,365,10538,24822
3810,Wed Apr 10 01:27:43 +0000 2024,Student Loans,209,24,780,59068,286799
439,Sat Apr 13 20:12:00 +0000 2024,Student Loans,42,1,98,3987,12671
613,Wed Apr 10 16:38:58 +0000 2024,Student Loans,33,3,135,6532,51992
345,Fri Apr 12 16:48:48 +0000 2024,Student Loans,64,1,54,5615,191773
1112,Wed Apr 10 15:03:00 +0000 2024,Student Loans,149,12,203,18658,544407
1323,Tue Apr 09 13:38:45 +0000 2024,Student Loans,158,11,304,37836,613756
304,Fri Apr 12 12:43:07 +0000 2024,Student Loans,701,110,80,1561305,3115259
19597,Fri Apr 12 11:53:10 +0000 2024,Student Loans,3143,169,3587,1694903,50475
2103,Mon Apr 08 12:13:27 +0000 2024,Student Loans,73,7,291,44765,612584
542,Tue Apr 09 06:14:35 +0000 2024,Student Loans,100,10,86,12378,13593
1953,Tue Apr 09 22:41:15 +0000 2024,Student Loans,65,23,422,30476,361643
519,Thu Apr 11 22:44:29 +0000 2024,Student Loans,16,1,76,14645,122209
2311,Thu Apr 11 15:18:15 +0000 2024,Student Loans,13,31,309,86003,1555
848,Mon Apr 08 22:06:48 +0000 2024,Student Loans,37,10,241,15400,239002
2025,Mon Apr 08 20:42:39 +0000 2024,Student Loans,192,11,401,102495,1268455
318,Tue Apr 09 15:19:40 +0000 2024,Student Loans,40,2,73,4331,11145
2268,Wed Apr 10 16:23:12 +0000 2024,Student Loans,219,20,471,56386,3441170
180,Tue Apr 09 00:38:34 +0000 2024,Student Loans,65,16,74,17329,10439
371,Tue Apr 09 23:29:36 +0000 2024,Student Loans,47,9,143,11047,202105
205,Fri Apr 12 12:57:54 +0000 2024,Student Loans,16,6,87,14926,10776
648,Tue Apr 09 17:47:36 +0000 2024,Student Loans,39,6,181,74187,476073
1747,Wed Apr 10 18:02:32 +0000 2024,Student Loans,435,28,450,170642,14466928
157,Fri Apr 12 23:48:32 +0000 2024,Student Loans,32,9,78,8150,28738
377,Tue Apr 09 18:54:56 +0000 2024,Student Loans,58,7,83,6164,126006
980,Sun Apr 07 15:15:01 +0000 2024,Student Loans,173,16,327,13601,44855
11828,Fri Apr 12 13:19:44 +0000 2024,Student Loans,15031,814,2600,1804345,703488
375,Tue Apr 09 19:41:38 +0000 2024,Student Loans,17,1,74,4830,38766
125,Fri Apr 12 15:44:46 +0000 2024,Student Loans,84,9,53,2943,51653
75,Thu Apr 11 20:40:28 +0000 2024,Student Loans,13,1,87,2708,10858
240,Fri Apr 12 18:51:29 +0000 2024,Student Loans,71,8,76,10388,7247
1188,Mon Apr 08 22:28:26 +0000 2024,Student Loans,97,7,159,51626,62659
282,Tue Apr 09 14:21:59 +0000 2024,Student Loans,26,9,121,26433,8421
1133,Thu Apr 11 00:23:53 +0000 2024,Student Loans,199,25,172,92305,2003903
717,Thu Apr 11 04:22:55 +0000 2024,Student Loans,56,5,158,20784,44493
555,Mon Apr 08 21:19:39 +0000 2024,Student Loans,120,7,78,11590,8147
2701,Sun Apr 07 11:19:03 +0000 2024,Student Loans,89,5,197,142205,1517416
5114,Mon Apr 08 20:29:14 +0000 2024,Student Loans,874,69,950,159300,773417
